ID_INMUEBLE,ID _ESTADO,ESTADO,NOMBRE_VIALIDAD,TIPO_VIALIDAD,NUMERO_EXTERIOR,NUMERO_INTERIOR,TIPO_ASENTAMIENTO,ID_LOCALIDAD,NOMBRE_LOCALIDAD,ID_MUNICIPIO,MUNICIPIO,CODIGO_POSTAL,NATURALEZA_INMUEBLE
668,13,Hidalgo,Centro de la localidad ,Calle,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43730,Urbana
669,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43730,Urbana
670,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43734,Urbana
671,13,Hidalgo,Tlatzintla ,Calle,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43734,Urbana
672,13,Hidalgo,Plaza Principal ,Calle,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43726,Urbana
673,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43721,Urbana
674,13,Hidalgo,Plaza Juárez,Calle,2,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43721,Urbana
675,13,Hidalgo, Principal a la Presa ,Camino,4,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43721,Urbana
676,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43720,Urbana
677,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43720,Urbana
678,13,Hidalgo,Lerdo de Tejada ,Calle,151,sin número,Colonia,0001,Centro Sur,03,Actopan,42505,Urbana
679,13,Hidalgo, Belisario Domínguez ,Avenida,sin número,sin número,Colonia,0001,Actopan,03,Actopan,42600,Urbana
680,13,Hidalgo,Lic. Verdad ,Calle,2,sin número,Colonia,0001,Chapultepec,03,Actopan,42504,Urbana
681,13,Hidalgo,Independencia ,Calle,sin número,sin número,Colonia,0001,Obrera,03,Actopan,42505,Urbana
682,13,Hidalgo,José María Mata ,Calle,8,sin número,Colonia,0001,Benito Juárez,03,Actopan,42505,Urbana
683,13,Hidalgo,Aquíles Serdán ,Calle,sin número,sin número,Colonia,0001,Obrera,03,Actopan,42505,Urbana
684,13,Hidalgo,Chapultepec ,Calle,sin número,sin número,Colonia,0001,Rojo Gómez,03,Actopan,42503,Urbana
685,13,Hidalgo,Lerdo de Tejada ,Calle,3,sin número,Colonia,0001,Centro Sur,03,Actopan,42505,Urbana
686,13,Hidalgo,Dr. Joaquín Cravioto ,Calle,45,sin número,Colonia,0001,Estación,03,Actopan,42500,Urbana
687,13,Hidalgo, México-Laredo,Carretera,sin número,sin número,Colonia,0001,Aviación,03,Actopan,42506,Urbana
688,13,Hidalgo, Actopan-Ixmiquilpan ,Carretera,Kilómetro 1,sin número,Colonia,0001,Pozo Grande,03,Actopan,42505,Urbana
689,13,Hidalgo, Miguel Hidalgo ,Avenida,sin número,sin número,Colonia,0001,Actopan,03,Actopan,42602,Urbana
690,13,Hidalgo, Morelos ,Avenida,2,sin número,Colonia,0001,Actopan,03,Actopan,42602,Urbana
691,13,Hidalgo,Lázaro Cárdenas ,Calle,sin número,sin número,Colonia,0001,Actopan,03,Actopan,42602,Urbana
692,13,Hidalgo,Manzana ,Calle,1,sin número,Colonia,0001,Actopan,03,Actopan,42600,Urbana
693,13,Hidalgo, Actopan- Santiago  ,Carretera,Kilómetro 8,sin número,Colonia,0001,Actopan,03,Actopan,42600,Urbana
694,13,Hidalgo, Actopan-Santiago de Anaya ,Carretera,Kilómetro 8,sin número,Colonia,0001,Actopan,03,Actopan,42600,Urbana
695,13,Hidalgo, A Tula,Carretera,sin número,Manzana 2,Colonia,0001,2 (Centro),03,Actopan,42613,Urbana
696,13,Hidalgo,Actopan-Tula ,Carretera,Kilómetro 2.5,sin número,Colonia,0001,2 (Centro),03,Actopan,42613,Urbana
697,13,Hidalgo,Quinta Manzana ,Calle,sin número,sin número,Colonia,0001,2 (Centro),03,Actopan,42613,Urbana
698,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Actopan,03,Actopan,42600,Urbana
699,13,Hidalgo,Plaza Principal ,Calle,sin número,sin número,Colonia,0001,Actopan,03,Actopan,42603,Urbana
700,13,Hidalgo,15 de Octubre ,Avenida,sin número,sin número,Colonia,0001,Cañada Aviación,03,Actopan,42500,Urbana
701,13,Hidalgo,Centro de la localidad ,Calle,sin número,sin número,Colonia,0001,Centro Norte,03,Actopan,42500,Urbana
702,13,Hidalgo, Insurgentes ,Avenida,sin número,sin número,Colonia,0001,Domicilio conocido,03,Actopan,42601,Urbana
703,13,Hidalgo,Manzana,Calle,1,sin número,Colonia,0001,Actopan,03,Actopan,42601,Urbana
704,13,Hidalgo,Zaragoza ,Calle,3,sin número,Colonia,0001,Actopan,03,Actopan,42601,Urbana
705,13,Hidalgo,José María La Fragua ,Calle,6,sin número,Colonia,0001,Benito Juárez,03,Actopan,42505,Urbana
706,13,Hidalgo,Manzana ,Calle,3,sin número,Colonia,0001,Actopan,03,Actopan,42616,Urbana
707,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Santa Ana Tzacuala,02,Acaxochitlán,43720,Urbana
708,13,Hidalgo,Terraceria Santa Ana Tzacuala,Calle,sin número,sin número,Colonia,0001,Santa Ana Tzacuala,02,Acaxochitlán,43720,Urbana
709,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43726,Urbana
710,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43720,Urbana
711,13,Hidalgo,Plaza Principal ,Calle,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43726,Urbana
712,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43720,Urbana
713,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43726,Urbana
714,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43721,Urbana
715,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43720,Urbana
716,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43734,Urbana
717,13,Hidalgo, Principal ,Calle,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43734,Urbana
718,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43734,Urbana
719,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Tepeyahualco,02,Acaxochitlán,43730,Urbana
720,13,Hidalgo,Zaragoza ,Calle,sin número,sin número,Colonia,0001,Apan,08,Apan,43920,Urbana
721,13,Hidalgo, Juárez ,Avenida,sin número,sin número,Colonia,0001,Apan,08,Apan,43920,Urbana
722,13,Hidalgo,Juan Montaño,Calle,1,sin número,Colonia,0001,Apan,08,Apan,43916,Urbana
723,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Apan,08,Apan,43916,Urbana
724,13,Hidalgo,Reforma Norte,Calle,sin número,sin número,Colonia,0001,Centro,08,Apan,43900,Urbana
725,13,Hidalgo,Apan-Tepeapulco  ,Carretera,Kilómetro 1.5,sin número,Colonia,0001,Apan,08,Apan,43917,Urbana
726,13,Hidalgo,Niños Héroes ,Calle,20,sin número,Colonia,0001,Centro,08,Apan,43900,Urbana
727,13,Hidalgo,Ramos Arizpe ,Calle,sin número,sin número,Colonia,0001,San Miguel del Arco,08,Apan,43900,Urbana
728,13,Hidalgo,1 de Mayo ,Calle,sin número,sin número,Colonia,0001,Villas Taurinas,08,Apan,43909,Urbana
729,13,Hidalgo,Miguel Hidalgo Poniente ,Calle,45,sin número,Colonia,0001,Los Capulínes,08,Apan,43908,Urbana
730,13,Hidalgo, Sin Nombre ,Calle,sin número,sin número,Colonia,0001,Bellavista,08,Apan,43904,Urbana
731,13,Hidalgo,Morelos Oriente,Calle,53,sin número,Colonia,0001,Centro,08,Apan,43900,Urbana
732,13,Hidalgo,Batallón de San Patricio ,Calle,sin número,sin número,Colonia,0001,Joséfa Ortíz de Domínguez,08,Apan,43903,Urbana
733,13,Hidalgo,Zaragoza Norte ,Calle,23,sin número,Colonia,0001,Centro,08,Apan,43900,Urbana
734,13,Hidalgo,Insurgentes Poniente ,Calle,37,sin número,Colonia,0001,San Francisco,08,Apan,43900,Urbana
735,13,Hidalgo,13 de Septiembre ,Calle,1,sin número,Colonia,0001,Vicente Guerrero,08,Apan,43905,Urbana
736,13,Hidalgo, de los Pinos ,Avenida,sin número,sin número,Colonia,0001,Apan,08,Apan,43920,Urbana
737,13,Hidalgo,de los Pinos ,Calle,sin número,sin número,Colonia,0001,Apan,08,Apan,43920,Urbana
738,13,Hidalgo,Zaragoza ,Calle,40,sin número,Colonia,0001,Apan,08,Apan,43920,Urbana
739,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Apan,08,Apan,43918,Urbana
740,13,Hidalgo,Laredo ,Calle,sin número,sin número,Colonia,0001,La Conchita,08,Apan,43900,Urbana
741,13,Hidalgo,Zaragoza ,Calle,sin número,sin número,Colonia,0001,Apan,08,Apan,43920,Urbana
742,13,Hidalgo,Hidalgo y 5 de Mayo ,Calle,sin número,sin número,Colonia,0001,Apan,08,Apan,43920,Urbana
743,13,Hidalgo,Benito Juárez ,Calle,sin número,sin número,Colonia,0001,Apan,08,Apan,43921,Urbana
744,13,Hidalgo,Benito Juárez ,Calle,3,sin número,Colonia,0001,Apan,08,Apan,43921,Urbana
745,13,Hidalgo, Principal ,Avenida,12,sin número,Colonia,0001,Apan,08,Apan,43921,Urbana
746,13,Hidalgo,Veracruz ,Calle,46,sin número,Colonia,0001,Loma Bonita,08,Apan,43906,Urbana
747,13,Hidalgo,Encino Poniente ,Calle,4,sin número,Colonia,0001,Apan,08,Apan,43900,Urbana
748,13,Hidalgo,Pino ,Calle,2,sin número,Colonia,0001,Apan,08,Apan,43900,Urbana
749,13,Hidalgo,Paseo de los Capulínes,Calle,12,sin número,Colonia,0001,Los Capulínes,08,Apan,43908,Urbana
750,13,Hidalgo,Emiliano Zapata ,Calle,sin número,sin número,Colonia,0001,Apan,08,Apan,43900,Urbana
751,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Apan,08,Apan,43900,Urbana
752,13,Hidalgo,Benito Juárez Norte ,Calle,sin número,sin número,Colonia,0001,Apan,08,Apan,43900,Urbana
753,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Apan,08,Apan,43900,Urbana
754,13,Hidalgo,16 de Enero ,Calle,sin número,sin número,Colonia,0001,Apan,08,Apan,43923,Urbana
755,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Apan,08,Apan,43923,Urbana
756,13,Hidalgo,Morelos ,Calle,6,sin número,Colonia,0001,Apan,08,Apan,43923,Urbana
757,13,Hidalgo,Educación ,Calle,sin número,sin número,Colonia,0001,Apan,08,Apan,43921,Urbana
758,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Apan,08,Apan,43921,Urbana
759,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Apan,08,Apan,43915,Urbana
760,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Apan,08,Apan,43915,Urbana
761,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Apan,08,Apan,43915,Urbana
762,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Apan,08,Apan,43915,Urbana
763,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Apan,08,Apan,43919,Urbana
764,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Apan,08,Apan,43919,Urbana
765,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Apan,08,Apan,43900,Urbana
766,13,Hidalgo,Adolfo López Mateos ,Avenida,sin número,sin número,Colonia,0001,Apan,08,Apan,43922,Urbana
767,13,Hidalgo,López Mateos ,Avenida,sin número,sin número,Colonia,0001,Apan,08,Apan,43922,Urbana
768,13,Hidalgo, del Trabajo ,Avenida,sin número,sin número,Colonia,0001,Apan,08,Apan,43922,Urbana
769,13,Hidalgo, Independencia ,Avenida,35,sin número,Colonia,0001,Centro,09,El Arenal,42680,Urbana
770,13,Hidalgo, del Trabajo ,Avenida,sin número,sin número,Colonia,0001,Centro,09,El Arenal,42680,Urbana
771,13,Hidalgo,Ignacio Zaragoza ,Calle,sin número,sin número,Colonia,0001,Centro,09,El Arenal,42680,Urbana
772,13,Hidalgo,San Luis Potosi ,Calle,sin número,sin número,Colonia,0001,El Arenal,09,El Arenal,42683,Urbana
773,13,Hidalgo,Centro de la comunidad ,Calle,sin número,sin número,Colonia,0001,El Arenal,09,El Arenal,42680,Urbana
774,13,Hidalgo,Centro de la localidad ,Calle,sin número,sin número,Colonia,0001,El Arenal,09,El Arenal,42680,Urbana
775,13,Hidalgo,16 de Septiembre ,Calle,sin número,sin número,Colonia,0001,El Arenal,09,El Arenal,42683,Urbana
776,13,Hidalgo, Miguel Hidalgo ,Avenida,sin número,sin número,Colonia,0001,El Arenal,09,El Arenal,42689,Urbana
777,13,Hidalgo,Centro de la localidad ,Calle,sin número,sin número,Colonia,0001,El Arenal,09,El Arenal,42689,Urbana
778,13,Hidalgo,Venustiano Carranza ,Calle,sin número,sin número,Colonia,0001,El Arenal,09,El Arenal,42680,Urbana
779,13,Hidalgo, México-Laredo ,Carretera,Kilómetro 115,sin número,Colonia,0001,El Arenal,09,El Arenal,42680,Urbana
780,13,Hidalgo, México Laredo ,Carretera,Kilómetro 352,sin número,Colonia,0001,El Arenal,09,El Arenal,42680,Urbana
781,13,Hidalgo,Centro de la población ,Calle,sin número,sin número,Colonia,0001,El Arenal,09,El Arenal,42682,Urbana
782,13,Hidalgo, Vicente Guerrero ,Avenida,sin número,sin número,Colonia,0001,El Arenal,09,El Arenal,42682,Urbana
783,13,Hidalgo,Miguel Hidalgo ,Calle,97-A,sin número,Colonia,0001,El Arenal,09,El Arenal,42682,Urbana
784,13,Hidalgo, Principal ,Calle,sin número,sin número,Colonia,0001,El Arenal,09,El Arenal,42681,Urbana
785,13,Hidalgo, La Palma ,Avenida,sin número,sin número,Colonia,0001,El Arenal,09,El Arenal,42681,Urbana
786,13,Hidalgo,Centro de la población ,Calle,sin número,sin número,Colonia,0001,El Arenal,09,El Arenal,42680,Urbana
787,13,Hidalgo,La Palma ,Calle,sin número,sin número,Colonia,0001,El Arenal,09,El Arenal,42680,Urbana
788,13,Hidalgo,Manzana La Peña ,Calle,sin número,sin número,Colonia,0001,El Arenal,09,El Arenal,42680,Urbana
789,13,Hidalgo,16 de Septiembre ,Calle,1,sin número,Colonia,0001,El Arenal,09,El Arenal,42680,Urbana
790,13,Hidalgo,Centro de la comunidad ,Calle,sin número,sin número,Colonia,0001,El Arenal,09,El Arenal,42680,Urbana
791,13,Hidalgo,Centro de la población ,Calle,sin número,sin número,Colonia,0001,El Arenal,09,El Arenal,42680,Urbana
792,13,Hidalgo,Hidalgo ,Calle,sin número,sin número,Colonia,0001,El Arenal,09,El Arenal,42680,Urbana
793,13,Hidalgo,Centro,Calle,sin número,Manzana 1 ,Colonia,0001,El Arenal,09,El Arenal,42680,Urbana
794,13,Hidalgo,20 de Noviembre ,Calle,sin número,sin número,Colonia,0001,El Arenal,09,El Arenal,42690,Urbana
795,13,Hidalgo,Manzana ,Calle,4,sin número,Colonia,0001,El Arenal,09,El Arenal,42690,Urbana
796,13,Hidalgo,20 de Noviembre ,Calle,sin número,sin número,Colonia,0001,El Arenal,09,El Arenal,42690,Urbana
797,13,Hidalgo, Emiliano Zapata ,Avenida,sin número,sin número,Colonia,0001,El Arenal,09,El Arenal,42680,Urbana
798,13,Hidalgo,Fray Diego de Rodríguez ,Calle,sin número,sin número,Colonia,0001,Centro,10,Atitalaquia,42970,Urbana
799,13,Hidalgo,Cerrada Manuel Altamirano,Calle,sin número,sin número,Colonia,0001,Centro,10,Atitalaquia,42970,Urbana
800,13,Hidalgo,Jardín Juárez,Calle,1,sin número,Colonia,0001,Centro,10,Atitalaquia,42970,Urbana
801,13,Hidalgo, del Norte ,Avenida,10,sin número,Colonia,0001,Centro,10,Atitalaquia,42970,Urbana
802,13,Hidalgo,20 de Noviembre ,Calle,sin número,sin número,Colonia,0001,El Cardonal,10,Atitalaquia,42970,Urbana
803,13,Hidalgo,Mariano Matamoros ,Calle,sin número,sin número,Colonia,0001,El Cardonal,10,Atitalaquia,42970,Urbana
804,13,Hidalgo,24 de Febrero ,Calle,sin número,sin número,Colonia,0001,El dendho,10,Atitalaquia,42970,Urbana
805,13,Hidalgo,1ro. de Mayo ,Calle,sin número,sin número,Colonia,0001,El dendho,10,Atitalaquia,42970,Urbana
806,13,Hidalgo,Francisco I. Madero ,Calle,1,sin número,Colonia,0001,El dendho,10,Atitalaquia,42970,Urbana
807,13,Hidalgo,Iturbide ,Calle,sin número,sin número,Colonia,0001,El dendho,10,Atitalaquia,42970,Urbana
808,13,Hidalgo,Rodolfo Escamilla ,Calle,sin número,sin número,Colonia,0001,San José Bojay,10,Atitalaquia,42970,Urbana
809,13,Hidalgo,Emiliano Zapata ,Calle,sin número,sin número,Colonia,0001,San José Bojay,10,Atitalaquia,42970,Urbana
810,13,Hidalgo,Veracruz ,Calle,sin número,sin número,Colonia,0001,El Tablón,10,Atitalaquia,42970,Urbana
811,13,Hidalgo, Veracruz ,Avenida,sin número,sin número,Colonia,0001,El Tablón,10,Atitalaquia,42970,Urbana
812,13,Hidalgo,Amado Nervo ,Calle,sin número,sin número,Colonia,0001,Tezoquipa,10,Atitalaquia,42970,Urbana
813,13,Hidalgo, Amado Nervo ,Avenida,43,sin número,Colonia,0001,Tezoquipa,10,Atitalaquia,42970,Urbana
814,13,Hidalgo, Norte ,Avenida,sin número,sin número,Colonia,0001,Atitalaquia,10,Atitalaquia,42970,Urbana
815,13,Hidalgo, Norte,Avenida,19,sin número,Colonia,0001,Atitalaquia,10,Atitalaquia,42970,Urbana
816,13,Hidalgo, de Los Presidentes ,Avenida,sin número,sin número,Colonia,0001,Centro,10,Atitalaquia,42970,Urbana
817,13,Hidalgo,16 de Septiembre ,Calle,1,sin número,Colonia,0001,Centro,10,Atitalaquia,42970,Urbana
818,13,Hidalgo,Cipres ,Calle,sin número,sin número,Colonia,0001,Atitalaquia,10,Atitalaquia,42970,Urbana
819,13,Hidalgo, Revolución Obrera,Avenida,sin número,sin número,Colonia,0001,Atitalaquia,10,Atitalaquia,42970,Urbana
820,13,Hidalgo,Centro de la comunidad ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
821,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
822,13,Hidalgo,Entrada de la comunidad ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
823,13,Hidalgo,Entrada de la comunidad ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
824,13,Hidalgo,Tlamaya ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
825,13,Hidalgo,Segunda Cerrada Barrio Aguacatitla ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43066,Urbana
826,13,Hidalgo,Barrio Centro ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43066,Urbana
827,13,Hidalgo,Entrada de la comunidad ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43066,Urbana
828,13,Hidalgo,Entrada a la comunidad ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43063,Urbana
829,13,Hidalgo,Centro de la población ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43063,Urbana
830,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
831,13,Hidalgo,Centro de la localidad ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
832,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
833,13,Hidalgo,Centro de la población ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
834,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
835,13,Hidalgo, Revolución ,Avenida,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
836,13,Hidalgo,Flor de Mayo ,Calle,1,sin número,Colonia,0001,Framboyanes,11,Atlapexco,43060,Urbana
837,13,Hidalgo,Álvaro Obregón ,Calle,sin número,sin número,Colonia,0001,7 de Mayo,11,Atlapexco,43064,Urbana
838,13,Hidalgo, Revolución ,Avenida,5,sin número,Colonia,0001,Framboyanes,11,Atlapexco,43060,Urbana
839,13,Hidalgo, Atlapexco-Tianguistengo ,Carretera,Kilómetro 0.5,sin número,Colonia,0001,Sin Nombre de Colonia 1,11,Atlapexco,43060,Urbana
840,13,Hidalgo, Reforma ,Avenida,36,sin número,Colonia,0001,Sin Nombre de Colonia 1,11,Atlapexco,43060,Urbana
841,13,Hidalgo,Plaza José Valencia ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
842,13,Hidalgo,Plaza J. Jesús Valencia León ,Calle,1,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
843,13,Hidalgo,En el Centro de la comunidad ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
844,13,Hidalgo,Principal ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
845,13,Hidalgo,Centro de la población ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
846,13,Hidalgo,Centro de la localidad ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
847,13,Hidalgo,Entrada de la comunidad ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
848,13,Hidalgo,Centro de la población ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
849,13,Hidalgo,Entrada a la comunidad ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
850,13,Hidalgo, Coyolapa-Tenexco ,Carretera,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43067,Urbana
851,13,Hidalgo,Plaza Principal ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43067,Urbana
852,13,Hidalgo,Centro de población,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43067,Urbana
853,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43066,Urbana
854,13,Hidalgo,Plaza Principal ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43066,Urbana
855,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43063,Urbana
856,13,Hidalgo,Solidaridad ,Calle,100,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43063,Urbana
857,13,Hidalgo,Entrada a la comunidad ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43063,Urbana
858,13,Hidalgo,Centro de la localidad ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43066,Urbana
859,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
860,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
861,13,Hidalgo,Centro de la población ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
862,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43067,Urbana
863,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
864,13,Hidalgo,Centro de la población ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
865,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43061,Urbana
866,13,Hidalgo,Centro de la población ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43061,Urbana
867,13,Hidalgo,Barrio Nexcuayo ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43061,Urbana
868,13,Hidalgo,Jalamate ,Calle,4,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43066,Urbana
869,13,Hidalgo,Buganbilia,Calle,28,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43066,Urbana
870,13,Hidalgo,Principal ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43067,Urbana
871,13,Hidalgo,Centro de la población ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43067,Urbana
872,13,Hidalgo,Entrada de la comunidad ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43062,Urbana
873,13,Hidalgo,Centro de la comunidad ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43062,Urbana
874,13,Hidalgo,Entrada de la comunidad ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43062,Urbana
875,13,Hidalgo,Barrio Tolapa ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43062,Urbana
876,13,Hidalgo,Entrada a la comunidad ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43062,Urbana
877,13,Hidalgo,Revolución ,Avenida,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
878,13,Hidalgo,Agustín Melgar,Calle,3,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
879,13,Hidalgo,Atlapexco-Calnali  ,Calle,Kilómetro 2 ,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
880,13,Hidalgo,Centro de la comunidad ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
881,13,Hidalgo,Plaza Principal ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
882,13,Hidalgo,Sobre la carretera que conduce Atlapexco ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
883,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
884,13,Hidalgo,A borde carretera terraceria ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
885,13,Hidalgo,Entrada de la comunidad ,Calle,sin número,sin número,Colonia,0001,Atlapexco,11,Atlapexco,43060,Urbana
