ID_INMUEBLE,ID _ESTADO,ESTADO,NOMBRE_VIALIDAD,TIPO_VIALIDAD,NUMERO_EXTERIOR,NUMERO_INTERIOR,TIPO_ASENTAMIENTO,ID_LOCALIDAD,NOMBRE_LOCALIDAD,ID_MUNICIPIO,MUNICIPIO,CODIGO_POSTAL,NATURALEZA_INMUEBLE
2909,13,Hidalgo,A Un Costado de La Escuela Primaria ,Calle,sin número,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43110,Urbana
2910,13,Hidalgo,Juárez ,Calle,8,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43110,Urbana
2911,13,Hidalgo,Principal (Barrio Acatempa),Calle,1,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43110,Urbana
2912,13,Hidalgo,Centro de la localidad ,Calle,sin número,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43104,Urbana
2913,13,Hidalgo,30 de Abril ,Calle,10,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43104,Urbana
2914,13,Hidalgo,Juárez ,Calle,28,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43112,Urbana
2915,13,Hidalgo,Tamala- Cuxhuacan ,Carretera,sin número,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43112,Urbana
2916,13,Hidalgo,Plaza Principal (Col. Centro) ,Calle,sin número,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43110,Urbana
2917,13,Hidalgo,Barrio Santa Cruz ,Calle,sin número,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43110,Urbana
2918,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43100,Urbana
2919,13,Hidalgo,Frente A La Clínica,Calle,sin número,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43111,Urbana
2920,13,Hidalgo,Plaza Principal ,Calle,sin número,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43111,Urbana
2921,13,Hidalgo,Barrio Tlamaya,Calle,sin número,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43111,Urbana
2922,13,Hidalgo,Centro de la localidad ,Calle,sin número,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43100,Urbana
2923,13,Hidalgo,Hidalgo ,Avenida,sin número,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43100,Urbana
2924,13,Hidalgo,Francisco I. Madero ,Calle,2,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43100,Urbana
2925,13,Hidalgo,Francisco Villa ,Calle,6,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43100,Urbana
2926,13,Hidalgo,Corregidora ,Avenida,sin número,sin número,Colonia,0001,La Alameda,42,Molango de Escamilla,43105,Urbana
2927,13,Hidalgo,Profesora Galdina Vite Velasco ,Avenida,16,sin número,Colonia,0001,Santa Cruz Segunda Sección,42,Molango de Escamilla,43100,Urbana
2928,13,Hidalgo,Luis Donaldo Colosio Murrieta ,Avenida,sin número,sin número,Colonia,0001,La Garita,42,Molango de Escamilla,43103,Urbana
2929,13,Hidalgo,Molango Azteca ,Carretera,Kilómetro 2.5,sin número,Colonia,0001,La Garita,42,Molango de Escamilla,43103,Urbana
2930,13,Hidalgo,Aeropuerto ,Avenida,sin número,sin número,Colonia,0001,San Miguel,42,Molango de Escamilla,43105,Urbana
2931,13,Hidalgo,Francisco I. Madero ,Avenida,26,sin número,Colonia,0001,Santa Cruz Segunda Sección,42,Molango de Escamilla,43100,Urbana
2932,13,Hidalgo,Juárez ,Avenida,27,sin número,Colonia,0001,Santa Cruz Segunda Sección,42,Molango de Escamilla,43100,Urbana
2933,13,Hidalgo,Federal 105 México-Tampico ,Carretera,Kilómetro 123,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43100,Urbana
2934,13,Hidalgo,Centro de El Poblado ,Calle,sin número,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43109,Urbana
2935,13,Hidalgo,Centro de la población ,Calle,sin número,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43109,Urbana
2936,13,Hidalgo,Evodio Castillo ,Calle,1,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43109,Urbana
2937,13,Hidalgo,Centro de la localidad ,Calle,sin número,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43104,Urbana
2938,13,Hidalgo,Principal ,Calle,1,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43104,Urbana
2939,13,Hidalgo,Plaza Principal ,Calle,sin número,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43111,Urbana
2940,13,Hidalgo,Centro de la localidad ,Calle,sin número,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43111,Urbana
2941,13,Hidalgo,México-Tampico ,Carretera,Kilómetro 132,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43106,Urbana
2942,13,Hidalgo,Morelos,Calle,1,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43108,Urbana
2943,13,Hidalgo,Centro de la localidad ,Calle,sin número,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43113,Urbana
2944,13,Hidalgo,Principal ,Calle,sin número,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43113,Urbana
2945,13,Hidalgo,Aurelio Silva Ramírez,Calle,18,sin número,Colonia,0001,Molango de Escamilla,42,Molango de Escamilla,43113,Urbana
2946,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42364,Urbana
2947,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42364,Urbana
2948,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42364,Urbana
2949,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42368,Urbana
2950,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42367,Urbana
2951,13,Hidalgo,Colonia Centro ,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42367,Urbana
2952,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42367,Urbana
2953,13,Hidalgo,conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42360,Urbana
2954,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42360,Urbana
2955,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42366,Urbana
2956,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42366,Urbana
2957,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42366,Urbana
2958,13,Hidalgo,Colonia Centro,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42360,Urbana
2959,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42368,Urbana
2960,13,Hidalgo,Centro,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42368,Urbana
2961,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42368,Urbana
2962,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42364,Urbana
2963,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42364,Urbana
2964,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42360,Urbana
2965,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42363,Urbana
2966,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42366,Urbana
2967,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42366,Urbana
2968,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42366,Urbana
2969,13,Hidalgo,Centro de la localidad,Calle,sin número,sin número,Colonia,0001,Centro,43,Nicolás Flores,42360,Urbana
2970,13,Hidalgo,Niños Héroes ,Avenida,sin número,sin número,Colonia,0001,Centro,43,Nicolás Flores,42360,Urbana
2971,13,Hidalgo,Nicolás Flores-Cardonal ,Carretera,sin número,sin número,Colonia,0001,Centro,43,Nicolás Flores,42360,Urbana
2972,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42360,Urbana
2973,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42360,Urbana
2974,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42366,Urbana
2975,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42366,Urbana
2976,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42364,Urbana
2977,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42368,Urbana
2978,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42367,Urbana
2979,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42367,Urbana
2980,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42367,Urbana
2981,13,Hidalgo,Colonia Centro ,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42367,Urbana
2982,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42367,Urbana
2983,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42364,Urbana
2984,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42364,Urbana
2985,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42364,Urbana
2986,13,Hidalgo,Centro ,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42368,Urbana
2987,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nicolás Flores,43,Nicolás Flores,42368,Urbana
2988,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42486,Urbana
2989,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42486,Urbana
2990,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42486,Urbana
2991,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42481,Urbana
2992,13,Hidalgo,Plaza Principal ,Calle,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42481,Urbana
2993,13,Hidalgo,Principal ,Avenida,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42481,Urbana
2994,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42493,Urbana
2995,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42488,Urbana
2996,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42488,Urbana
2997,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42481,Urbana
2998,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42481,Urbana
2999,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42480,Urbana
3000,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42480,Urbana
3001,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42480,Urbana
3002,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42470,Urbana
3003,13,Hidalgo,Eliseo Quintanar,Calle,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42470,Urbana
3004,13,Hidalgo,Hidalgo ,Calle,108,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42470,Urbana
3005,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42470,Urbana
3006,13,Hidalgo,Clavel,Calle,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42490,Urbana
3007,13,Hidalgo,Plaza Principal ,Calle,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42490,Urbana
3008,13,Hidalgo,Clavel ,Calle,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42490,Urbana
3009,13,Hidalgo,Pino Suárez ,Avenida,sin número,sin número,Colonia,0001,Centro,44,Nopala de Villagrán,42470,Urbana
3010,13,Hidalgo,Villagrán ,Avenida,2,sin número,Colonia,0001,Centro,44,Nopala de Villagrán,42470,Urbana
3011,13,Hidalgo,Morelos ,Calle,2,sin número,Colonia,0001,Centro,44,Nopala de Villagrán,42470,Urbana
3012,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42492,Urbana
3013,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42488,Urbana
3014,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42488,Urbana
3015,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42488,Urbana
3016,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42491,Urbana
3017,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42491,Urbana
3018,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42481,Urbana
3019,13,Hidalgo,Ignacio Zaragoza ,Avenida,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42481,Urbana
3020,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42481,Urbana
3021,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42470,Urbana
3022,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42471,Urbana
3023,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Nopala de Villagrán,44,Nopala de Villagrán,42471,Urbana
3024,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Omitlán de Juárez,45,Omitlán de Juárez,43576,Urbana
3025,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Omitlán de Juárez,45,Omitlán de Juárez,43575,Urbana
3026,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Omitlán de Juárez,45,Omitlán de Juárez,43575,Urbana
3027,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Omitlán de Juárez,45,Omitlán de Juárez,43571,Urbana
3028,13,Hidalgo,Vieja A Omitlán ,Carretera,sin número,sin número,Colonia,0001,Omitlán de Juárez,45,Omitlán de Juárez,43571,Urbana
3029,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Omitlán de Juárez,45,Omitlán de Juárez,43569,Urbana
3030,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Omitlán de Juárez,45,Omitlán de Juárez,43568,Urbana
3031,13,Hidalgo,de Velasco A Ignacio López Rayón ,Camino,Kilómetro 3,sin número,Colonia,0001,Omitlán de Juárez,45,Omitlán de Juárez,43568,Urbana
3032,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Omitlán de Juárez,45,Omitlán de Juárez,43568,Urbana
3033,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Omitlán de Juárez,45,Omitlán de Juárez,43570,Urbana
3034,13,Hidalgo,Centro de la localidad ,Calle,sin número,sin número,Colonia,0001,Omitlán de Juárez,45,Omitlán de Juárez,43570,Urbana
3035,13,Hidalgo,del Pino,Avenida,2,sin número,Colonia,0001,Omitlán de Juárez,45,Omitlán de Juárez,43570,Urbana
3036,13,Hidalgo,Coronel José María Pérez ,Calle,3,sin número,Colonia,0001,Centro,45,Omitlán de Juárez,43560,Urbana
3037,13,Hidalgo,Niños Héroes ,Calle,1,sin número,Colonia,0001,Centro,45,Omitlán de Juárez,43560,Urbana
3038,13,Hidalgo,Francisco I. Madero ,Avenida,sin número,sin número,Colonia,0001,Centro,45,Omitlán de Juárez,43560,Urbana
3039,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Omitlán de Juárez,45,Omitlán de Juárez,43573,Urbana
3040,13,Hidalgo,del Fresno ,Cerrada,sin número,sin número,Colonia,0001,Omitlán de Juárez,45,Omitlán de Juárez,43573,Urbana
3041,13,Hidalgo,Los Pinos ,Calle,sin número,sin número,Colonia,0001,Omitlán de Juárez,45,Omitlán de Juárez,43567,Urbana
3042,13,Hidalgo,Centro de la localidad ,Calle,sin número,sin número,Colonia,0001,Omitlán de Juárez,45,Omitlán de Juárez,43567,Urbana
3043,13,Hidalgo,Guerrero ,Calle,50,sin número,Colonia,0001,Omitlán de Juárez,45,Omitlán de Juárez,43560,Urbana
3044,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Omitlán de Juárez,45,Omitlán de Juárez,43560,Urbana
3045,13,Hidalgo,Principal ,Avenida,sin número,sin número,Colonia,0001,Omitlán de Juárez,45,Omitlán de Juárez,43560,Urbana
3046,13,Hidalgo,"Barreteros, 2da. Sección ",Avenida,35,sin número,Colonia,0001,Unidad Minera 11 de Julio,51,Mineral de la Reforma,42184,Urbana
3047,13,Hidalgo,"11 de Julio, 2da. Sección ",Circuito,sin número,sin número,Colonia,0001,Unidad Minera 11 de Julio,51,Mineral de la Reforma,42184,Urbana
3048,13,Hidalgo,Pirules ,Calle,sin número,sin número,Colonia,0001,Ampliación Santa Julia,48,Pachuca de Soto,42080,Urbana
3049,13,Hidalgo,Hermenegildo Galeana ,Calle,300,sin número,Colonia,0001,El Arbolito,48,Pachuca de Soto,42010,Urbana
3050,13,Hidalgo,Francisco Montes de Oca ,Calle,102,sin número,Colonia,0001,El Arbolito,48,Pachuca de Soto,42010,Urbana
3051,13,Hidalgo,Maclovio Herrera ,Calle,323,sin número,Colonia,0001,El Mosco,48,Pachuca de Soto,42050,Urbana
3052,13,Hidalgo,Plaza Patoni,Calle,sin número,sin número,Colonia,0001,Patoni,48,Pachuca de Soto,42000,Urbana
3053,13,Hidalgo,Reforma ,Calle,1400,sin número,Colonia,0001,El Arbolito,48,Pachuca de Soto,42010,Urbana
3054,13,Hidalgo,Guerrero ,Calle,202,sin número,Colonia,0001,Centro,48,Pachuca de Soto,42000,Urbana
3055,13,Hidalgo, Venustiano Carranza ,Avenida,308,sin número,Colonia,0001,Centro,48,Pachuca de Soto,42000,Urbana
3056,13,Hidalgo,Domicilio conocido,Calle,sin número,sin número,Colonia,0001,Pachuca de Soto,48,Pachuca de Soto,42101,Urbana
3057,13,Hidalgo,Escuadron ,Calle,201,sin número,Colonia,0001,Carlos Rovirosa,48,Pachuca de Soto,42082,Urbana
3058,13,Hidalgo,Roberto Fierro,Calle,sin número,sin número,Colonia,0001,Carlos Rovirosa,48,Pachuca de Soto,42082,Urbana
3059,13,Hidalgo,Felipe Ángeles ,Boulevard,sin número,sin número,Colonia,0001,Venta Prieta,48,Pachuca de Soto,42083,Urbana
3060,13,Hidalgo,Felipe Ángeles ,Boulevard,sin número,sin número,Colonia,0001,Venta Prieta,48,Pachuca de Soto,42083,Urbana
3061,13,Hidalgo,Pachuca,Calle,202,sin número,Colonia,0001,Céspedes Reforma,48,Pachuca de Soto,42090,Urbana
3062,13,Hidalgo,Narciso Mendoza ,Prolongación,sin número,sin número,Colonia,0001,Javier Rojo Gómez,48,Pachuca de Soto,42030,Urbana
3063,13,Hidalgo,Rio yaqui ,Calle,sin número,sin número,Colonia,0001,ISSSTE,48,Pachuca de Soto,42083,Urbana
3064,13,Hidalgo,Profesor Antonio Chavez Ibarra ,Calle,sin número,sin número,Colonia,0001,Venta Prieta,48,Pachuca de Soto,42083,Urbana
3065,13,Hidalgo,Rio Papaloapan ,Calle,sin número,sin número,Colonia,0001,ISSSTE,48,Pachuca de Soto,42083,Urbana
3066,13,Hidalgo,General Lázaro Cárdenas ,Calle,sin número,sin número,Colonia,0001,Adolfo López Mateos,48,Pachuca de Soto,42094,Urbana
3067,13,Hidalgo,Alfonso Corona del Rosal ,Calle,114,sin número,Colonia,0001,Adolfo López Mateos,48,Pachuca de Soto,42094,Urbana
3068,13,Hidalgo,Fray Antonio de Roa ,Calle,211,sin número,Colonia,0001,Boulevares de San Francisco,48,Pachuca de Soto,42078,Urbana
3069,13,Hidalgo,El Minero ,Boulevard,Kilómetro 3,sin número,Colonia,0001,San Bartolo,48,Pachuca de Soto,42039,Urbana
3070,13,Hidalgo,Rubi,Calle, Lote 1 ,Manzana 9,Colonia,0001,Aves del Paraíso,48,Pachuca de Soto,42039,Urbana
3071,13,Hidalgo,Monterrey ,Calle,29,sin número,Colonia,0001,Cubitos,48,Pachuca de Soto,42090,Urbana
3072,13,Hidalgo,Monterrey,Calle,201,sin número,Colonia,0001,Cubitos,48,Pachuca de Soto,42090,Urbana
3073,13,Hidalgo,Felipe Ángeles ,Boulevard,sin número,sin número,Colonia,0001,Venta Prieta,48,Pachuca de Soto,42083,Urbana
3074,13,Hidalgo,Bisnaga ,Calle,sin número,sin número,Colonia,0001,La Palma,48,Pachuca de Soto,42010,Urbana
3075,13,Hidalgo,José María Luis Mora ,Calle,sin número,sin número,Colonia,0001,Miguel Ramos Arizpe,48,Pachuca de Soto,42080,Urbana
3076,13,Hidalgo,Independencia,Calle,sin número,sin número,Colonia,0001,La Raza,48,Pachuca de Soto,42095,Urbana
3077,13,Hidalgo,Independencia,Avenida,sin número,sin número,Colonia,0001,La Raza,48,Pachuca de Soto,42095,Urbana
3078,13,Hidalgo, Independencia,Avenida,sin número,sin número,Colonia,0001,La Raza,48,Pachuca de Soto,42095,Urbana
3079,13,Hidalgo,Madero,Avenida,401,sin número,Colonia,0001,Nueva Francisco I. Madero,48,Pachuca de Soto,42070,Urbana
3080,13,Hidalgo,Cipres ,Avenida,100,sin número,Colonia,0001,Nueva Francisco I. Madero,48,Pachuca de Soto,42070,Urbana
3081,13,Hidalgo,Gómez Pérez ,Calle,500,sin número,Colonia,0001,Antonio del Castillo,48,Pachuca de Soto,42027,Urbana
3082,13,Hidalgo,Pedro María Anaya ,Prolongación,200,sin número,Colonia,0001,Antonio del Castillo,48,Pachuca de Soto,42027,Urbana
3083,13,Hidalgo,Mariano Abasolo ,Calle,1502,sin número,Colonia,0001,Cuauhtémoc,48,Pachuca de Soto,42020,Urbana
3084,13,Hidalgo,Pedro Ma. Anaya ,Prolongación,sin número,sin número,Colonia,0001,Antonio del Castillo,48,Pachuca de Soto,42027,Urbana
3085,13,Hidalgo,Dr. Arnulfo G. Farías ,Calle,sin número,sin número,Colonia,0001,Doctores,48,Pachuca de Soto,42090,Urbana
3086,13,Hidalgo,Francisco I. Madero ,Avenida,501,sin número,Colonia,0001,20 de Noviembre,48,Pachuca de Soto,42039,Urbana
3087,13,Hidalgo,Dr. Agustín Torres Cravioto ,Calle,sin número,sin número,Colonia,0001,Doctores,48,Pachuca de Soto,42090,Urbana
3088,13,Hidalgo,Las Torres,Avenida,sin número,sin número,Colonia,0001,La Loma,48,Pachuca de Soto,42088,Urbana
3089,13,Hidalgo,Lázaro Cárdenas ,Calle,sin número,sin número,Colonia,0001,La Loma,48,Pachuca de Soto,42088,Urbana
3090,13,Hidalgo,Solidaridad ,Calle,sin número,sin número,Colonia,0001,Felipe Ángeles,48,Pachuca de Soto,42090,Urbana
3091,13,Hidalgo,Miguel Alemán  ,Calle,2,sin número,Colonia,0001,Felipe Ángeles,48,Pachuca de Soto,42090,Urbana
3092,13,Hidalgo,3,Calle,1,sin número,Colonia,0001,Javier Rojo Gómez,48,Pachuca de Soto,42030,Urbana
3093,13,Hidalgo,Cisnes Sur ,Avenida,203,sin número,Colonia,0001,Villas de Pachuca,48,Pachuca de Soto,42083,Urbana
3094,13,Hidalgo,de Las Aves ,Avenida,sin número,sin número,Colonia,0001,Villas de Pachuca,48,Pachuca de Soto,42083,Urbana
3095,13,Hidalgo,Mina La Rica ,Calle,sin número,sin número,Colonia,0001,Piracantos,48,Pachuca de Soto,42088,Urbana
3096,13,Hidalgo,Pirules ,Calle,115,sin número,Colonia,0001,Pirules,48,Pachuca de Soto,42070,Urbana
3097,13,Hidalgo,del Bosque ,Circuito,sin número,sin número,Colonia,0001,Bosques del Peñar,48,Pachuca de Soto,42094,Urbana
3098,13,Hidalgo,Primavera ,Calle,101,sin número,Colonia,0001,Campo de Tiro,48,Pachuca de Soto,42039,Urbana
3099,13,Hidalgo,Plan de San Luis ,Calle,100,sin número,Colonia,0001,Constitución,48,Pachuca de Soto,42080,Urbana
3100,13,Hidalgo,Adolfo Ruíz CortInés ,Calle,sin número,sin número,Colonia,0001,Guadalupe,48,Pachuca de Soto,42079,Urbana
3101,13,Hidalgo,Hacienda Guadalupe ,Boulevard,sin número,sin número,Colonia,0001,Haciendas de Hidalgo,48,Pachuca de Soto,42082,Urbana
3102,13,Hidalgo,16 de Septiembre ,Calle,sin número,sin número,Colonia,0001,El Huixmi,48,Pachuca de Soto,42115,Urbana
3103,13,Hidalgo,Ignacio Zaragoza ,Calle,sin número,sin número,Colonia,0001,El Huixmi,48,Pachuca de Soto,42115,Urbana
