ID_INMUEBLE,ID _ESTADO,ESTADO,OPERACION_ORIGEN,VALOR_CATASTRAL,TITULO_PROPIEDAD
1154,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,2434488.51,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1155,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1475176.659,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1156,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,7327413.204,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1157,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1158109.468,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1158,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,10454532.28,
1159,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,8595618.107,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1160,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,3900149.96,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1161,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,523847.365,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1162,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,12294416.03,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1163,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,5424052.151,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1164,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,3218439.535,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1165,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,131552.5505,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1166,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,4929005.854,
1167,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1459083.823,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1168,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,2181728.804,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1169,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,2441136.384,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1170,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,461711.136,
1171,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,481252.4373,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1172,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1325232.295,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1173,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,2726969.424,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1174,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,910394.738,
1175,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1654241.393,
1176,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,2799004.024,
1177,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,492747.3203,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1178,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,8613882.199,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1179,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,644288.1953,
1180,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,625066.1964,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1181,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,20909447.72,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1182,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,771434.374,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1183,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,5466327.777,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1184,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,521101.3652,
1185,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,11686209,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1186,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,2923468.063,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1187,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,925976.6906,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1188,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1724232.458,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1189,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1841160.963,
1190,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,802598.2791,
1191,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1876858.961,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1192,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,3982082.932,
1193,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,794219.7867,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1194,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,202309.9418,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1195,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,2162315.224,
1196,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,2568212.317,
1197,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,3883100.726,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1198,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,747608.4731,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1199,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1880435.147,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1200,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,306530.2148,
1201,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,2378163.583,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1202,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1427409.034,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1203,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,812560.5112,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1204,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,3494444.449,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1205,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,550221.7356,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1206,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,3744138.853,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1207,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,3705183.972,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1208,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,2425037.162,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1209,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,209462.3134,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1210,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,3465962.683,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1211,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,2563486.642,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1212,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,519057.8304,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1213,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,624555.3128,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1214,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,2437936.975,
1215,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,449896.9507,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1216,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,827120.6963,
1217,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,3493933.565,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1218,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,4681354.985,
1219,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,940281.434,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1220,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,2515974.459,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1221,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,3815534.849,
1222,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,627620.6148,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1223,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,3991406.56,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1224,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,4448902.905,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1225,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,202565.3836,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1226,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1471753.738,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1227,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,219169.1036,
1228,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,3564527.474,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1229,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,2454796.137,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1230,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1999087.884,
1231,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,2123360.342,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1232,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,2380207.118,
1233,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,3173548.185,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1234,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1250515.556,
1235,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,791358.8379,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1236,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,3508493.75,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1237,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1115897.703,
1238,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,3346288.178,
1239,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1211305.232,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1240,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1772894.13,
1241,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,962642.8132,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1242,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,6855101.231,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1243,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1235891.51,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1244,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,4785958.421,
1245,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1565015.556,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1246,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,6848715.185,
1247,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,820862.3711,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1248,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1639936.649,
1249,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,17424454.62,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1250,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,13609622.24,
1251,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,2484292.007,
1252,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,3421260.36,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1253,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,4197548.129,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1254,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,954330.7355,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1255,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,4660753.6,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1256,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,2012881.744,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1257,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,9563231.819,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1258,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1013465.523,
1259,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,455325.0899,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1260,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,2765605.003,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1261,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,8331363.518,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1262,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,9699637.764,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1263,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,897065.7825,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1264,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,4829000.372,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1265,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,2645483.475,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1266,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,5240134.022,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1267,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,7097898.706,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1268,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,3420656.879,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1269,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,18449925.91,
1270,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1836662.01,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1271,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1909619.378,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1272,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,9764583.854,
1273,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,5893554.264,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1274,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1131224.214,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1275,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,11523045.52,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1276,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,6270075.544,
1277,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1964603.235,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1278,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,6258644.522,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1279,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,5426862.012,
1280,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,2756536.817,
1281,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,9972449.656,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1282,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1731701.578,
1283,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,5516905.262,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1284,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1738601.062,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1285,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,5342741.18,
1286,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,2408369.582,
1287,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,4254383.94,
1288,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1369934.618,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1289,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,3700761.635,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1290,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,4832384.976,
1291,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,2078210.996,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1292,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,633623.4982,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1293,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,2790319.001,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1294,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,2607422.64,
1295,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1294579.274,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1296,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,3796312.85,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1297,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,807767.7835,
1298,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,5716788.506,
1299,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1393371.408,
1300,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,425310.6731,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1301,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,6933968.901,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1302,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,3866367.776,
1303,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,2657872.404,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1304,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,4216195.384,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1305,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1859744.357,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1306,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,4166001.061,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1307,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,4179858.781,
1308,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,251993.3808,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1309,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,15882096.76,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1310,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,6010735.656,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1311,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,13942830.16,
1312,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,10257011.87,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1313,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1513492.936,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1314,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,4823073.482,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1315,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1328936.202,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1316,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1590125.489,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1317,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,867225.0661,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1318,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,2394958.885,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1319,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,677623.3561,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1320,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,9557995.261,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1321,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,5988642.491,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1322,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,817413.9061,
1323,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,3956794.19,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1324,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,1254155.602,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
1325,13,Hidalgo,Donación a favor de Gobierno del Estado de Hidalgo,3583593.653,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
