ID_INMUEBLE,INSTITUCIÓN_A_CARGO_DEL_INMUEBLE,TITULO_PROPIEDAD
159,Oficialía Mayor,"Escritura Pública número 45438, Volúmen 818 de fecha 12 de junio de 2009 ante la Notaría Pública número 1 de Zimapan, Hidalgo."
160,Oficialía Mayor,"Escritura Pública número 28, Volúmen I de fecha 28 de marzo de 1958 ante la Notaría Públicaa número 9, Ixmiquilpan, Hidalgo."
161,Oficialía Mayor,"Escritura Pública número 221, Volúmen 3 de fecha 27 de marzo de 1936, ante la Notaría Pública número 01, Pachuca, Hidalgo."
162,Oficialía Mayor,"Escritura Pública número 11, Volumen 4 de fecha 17 de julio de 1944, ante la Notaría Pública número 9, Ixmiquilpan, Hidalgo."
163,Oficialía Mayor,"Escritura Pública número 54212 de fecha 22 de noviembre de 2013, ante la Notaría Pública número 1 de Zimapan, Hidalgo."
164,Oficialía Mayor,"Escritura Pública número 54613, Número Mil de fecha 22 de Noviembre de 2013, ante la Notaría Pública número 1 de Zimapan, Hidalgo."
165,Oficialía Mayor,"Escritura Pública número 54616, Número Mil de fecha 22 de Noviembre de 2013, ante la Notaría Pública  número 1 de Zimapan, Hidalgo."
166,Oficialía Mayor,"Escritura Pública número 9844, Libro 246 de fecha 13 de julio de 2016, suscrita ante la fe de la Lic. LiDía Patricia Martínez Gómez, Titular de la Notaría Pública número 3 de Actopan, Hidalgo."
167,Oficialía Mayor,"Escritura Pública número 18799, Volúmen 130 de fecha 06 de octubre de 1957, l ante la Notaría Pública número 02 Pachuca, Hidalgo."
168,Oficialía Mayor,"Escritura Pública número 16056, Volúmen 528 de fecha 03 de agosto de 1999 ante la Notaría Pública número 10 Pachuca Hidalgo."
169,Oficialía Mayor,"Escritura Pública número 23,029, Volúmen 470 de fecha 01 de diciembre de 2014, ante la Notaría Pública número 18 de Pachuca, Hidalgo."
170,Oficialía Mayor,"Escritura Pública número 23274, Volúmen 476 de fecha 12 de mayo de 2015, ante la fe del Lic. Pedro Luis Noble Monterrubio Notaría Pública número 18 de Pachuca Hidalgo."
171,Oficialía Mayor,"Escritura Pública número 8020, Volúmen 191 de fecha 20 de julio de 2012, ante la número 06, Tulancingo, Hidalgo."
172,Oficialía Mayor,"Escritura Pública número 9173, Volúmen 333 de fecha 27 de diciembre de 1997, ante la Notaría Pública número 6 de Pachuca de Soto, Hidalgo."
173,Oficialía Mayor,"Escritura Pública número 8095, Volúmen 325 de fecha 22 de agosto de 1995 ante Notaría Pública número 11 de Pachuca de Soto, Hidalgo."
174,Oficialía Mayor,"Escritura Pública número 2083, Volúmen 24 de fecha 20 de enero de 1988, ante la Notaría Pública  número 2, Huejutla, Hidalgo."
175,Oficialía Mayor,"Escritura Pública número 32273, Volúmen 384 de fecha 28 de marzo de 1981,ante la Notaría Pública  número 1, Pachuca de Soto, Hidalgo."
176,Oficialía Mayor,
177,Oficialía Mayor,"Escritura Pública número 48 de fecha 11 de febrero de 1935, ante la Notaría Pública ."
178,Oficialía Mayor,"Escritura Pública número 9919, Volúmen 56 de fecha 21 de febrero de 1950, ante la Notaría Pública  número 1, Pachuca de Soto, Hidalgo."
179,Oficialía Mayor,"Escritura Pública número 17224, Volúmen 558 de fecha 17 de octubre de 2000 ante la Notaría Pública  número 10 Pachuca de Soto, Hidalgo."
180,Oficialía Mayor,"Escritura Pública número 17223, Volúmen 558 de fecha 17 de octubre de 2000, ante la Notaría Pública  número 14, Pachuca de Soto, Hidalgo."
181,Oficialía Mayor,"Escritura Pública número 9725 de fecha 27 de septiembre de 1949, ante la Notaría Pública  número 1 de Pachuca de Soto, Hidalgo."
182,Oficialía Mayor,Contrato de Donación de fecha 14 de febrero de 1990.
183,Oficialía Mayor,"Escritura Pública número 17224, Vol 558 de fecha 17 de octubre ante la Notaría Pública  número 10 de Pachuca de Soto, Hidalgo."
184,Oficialía Mayor,"Escritura Pública número 17224, Volúmen 558 de fecha 17 de octubre de 2000, ante la Notaría Pública  número 10, Pachuca de Soto, Hidalgo."
185,Oficialía Mayor,"Escritura número 18225, Volúmen 704 de fecha 16 de noviembre de 2012,  ante la Notaría Pública número 3 de Tula de Allende."
186,Oficialía Mayor,"Escritura Pública número 18844, Volumen 723 de fecha 08 de septiembre del 2014,  ante la Notaría Pública número 03 de Tula de Allende, Hidalgo."
187,Oficialía Mayor,"Escritura Pública número 12059, Volúmen 31 de fecha 24 de julio de 1998, ante la Notaría Pública número 3, Mixquiahuala, Hidalgo."
188,Oficialía Mayor,"Escritura Pública número 2 Volúmen 1 de fecha 02 de febrero de 1971,  ante la Notaría Pública número 13, Molango, Hidalgo."
189,Oficialía Mayor,Acta número 18 Volúmen I en Molango de fecha 9 de mayo de 1973.
190,Oficialía Mayor,"Escritura Pública número 30893, Volúmen 299 de fecha 26 de agosto de 1971, Notaría Pública número 2 de Pachuca de Soto,Hidalgo. "
191,Oficialía Mayor,Escritura Pública número 8 de fecha 25 de abril de 1972 ante la  ante la Notaría Pública número 13
192,Oficialía Mayor,"Escritura Pública número 31896, Volúmen 316 de fecha 28 de julio de 1972, Notaría Pública número 2 de Molango de Escamilla."
193,Oficialía Mayor,"Escritura Pública número 17, Volumen I de fecha 30 de agosto de 1972, Notaría Pública número 13 de Molango de Escamilla, Hidalgo."
194,Oficialía Mayor,"Escritura Pública número 24, Volumen I de fecha 28 de septiembre de 1972, Notaría Pública número 13 de Molango de Escamilla, Hidalgo."
195,Oficialía Mayor,"Escritura Pública número 25, Volumen I de fecha 29 de septiembre de 1972, Notaría Pública número 13 de Molango de Escamilla."
196,Oficialía Mayor,"Escritura Pública número 28, Volumen I de fecha 24 de octubre de 1972, Notaría Pública número 13 de Molango de Escamilla, Hidalgo."
197,Oficialía Mayor,"Escritura Pública número 30,712, volumen 1,348 del 03 de diciembre de 2013, ante la Notaría Pública a número 4 del municipio de Tizayuca, Hidalgo"
198,Oficialía Mayor,Decreto de Expropiación de fecha 16 de febrero 1972.
199,Oficialía Mayor,"Escritura Pública número 13 de fecha 13 de octubre de 1970, ante la Notaría Pública  número 8"
200,Oficialía Mayor,"Escritura Pública número 2520, Volumen 26 de fecha 10 de junio de 1986 ante la Notaría Pública  número 01, Huejutla. Hidalgo."
201,Oficialía Mayor,"Escritura Pública número 20450, Volúmen 357 de fecha 29 de agosto de 2018, ante la Notaría Pública  número 02 del municipio de Huejutla de Reyes, Hidalgo."
202,Oficialía Mayor,"Escritura Pública número 13501, Volúmen 82 de fecha 25 de febrero de 1956, ante la Notaría Pública  número 13, Molango, Hidalgo."
203,Oficialía Mayor,"Escritura Pública número 26213, Volúmen 219 de fecha 17 de octubre de 1966 ante la Notaría Pública  número 02, Pachuca, Hidalgo."
204,Oficialía Mayor,"Escritura Pública número 12644, Volúmen 72 de fecha 22 de Marzo de 1954, Notaría Pública número 01, Pachuca, Hidalgo."
205,Oficialía Mayor,"1.- Escritura Pública número 82, fecha 26 de marzo de 1928, . 2.- Escritura Pública número 169, Volúmen 1 de fecha 16 de diciembre de 1935, Notaría Pública número 01, Pachuca Hidalgo.3.- Escritura Pública número 9065, Volúmen 51 de fecha 30 de Julio de 1948, Notaría Pública número 01, Pachuca, Hidalgo."
206,Oficialía Mayor,"Escritura Pública número 13501, Volúmen 82 de fecha 25 de febrero de 1956, ante la Notaría Pública  número 13, Molango, Hidalgo."
207,Oficialía Mayor,"1.- Escritura Pública número 39120, Volúmen 465 de fecha 12 de julio de 1979, Notaría Pública número 2, Pachuca, Hidalgo. 2.- Escritura Pública número 39118 de fecha 12 de julio 1979, ante la Notaría Pública  número 2, Pachuca, Hidalgo."
208,Oficialía Mayor,
209,Oficialía Mayor,"Escritura Pública número 7432 Volúmen 42 de fecha 21 de mayo de 1946 Notaría Pública número 1 de Pachuca, Hidalgo."
210,Oficialía Mayor,"Escritura Pública de fecha 13 de febrero de 1923, Notaría Pública número 1, Pachuca, Hidalgo."
211,Oficialía Mayor,"Escritura Pública número 21986, Volúmen 436 de fecha 06 de diciembre de 2002, Notaría Pública número 3 de Pachuca, Hidalgo."
212,Oficialía Mayor,"Escritura Pública número 19964, Volúmen 834 de fecha 11 de junio de 2010."
213,Oficialía Mayor,"Escritura Pública número 14344, Volúmen 89 de fecha 18 de febrero de 1958, Notaría Pública número 1 de Pachuca de Soto, Hidalgo."
214,Oficialía Mayor,"Escritura Pública número 13886 de fecha 01 de marzo de 2005 Notaría Pública número 6 de Pachuca de Soto, Hidalgo."
215,Oficialía Mayor,"1.- Expropiación Díario Oficial de fecha de diciembre de 1984, 2.- Expropiación Díario Ofciial de fecha 28 de julio de 1993."
216,Oficialía Mayor,"Escritura Pública fecha 30 de mayo de 1899, Notaría Pública número 01, Pachuca de Soto, Hidalgo."
217,Oficialía Mayor,"Escritura Pública número 21398, Volúmen 156 de fecha 19 de agosto de 1961 Notaría Pública número 2 de Pachuca de Soto, Hidalgo."
218,Oficialía Mayor,"Escritura Pública número 13501 Volúmen 82 de fecha 25 de febrero de 1956, Notaría Pública número 13, Molango, Hidalgo."
219,Oficialía Mayor,"Escritura Pública número 21605, Volúmen 158 de fecha 20 de enero de 1962, Notaría Pública número 2 de Pachuca de Soto, Hidalgo."
220,Oficialía Mayor,"Escritura Pública número 13501 Volúmen 82 de fecha 25 de febrero de 1956, Notaría Pública número 13, Molango, Hidalgo."
221,Oficialía Mayor,"Escritura Pública número 375, Volúmen 10 de fecha 12 de julio de 1977, Notaría Pública número 6 de Pachuca de Soto, Hidalgo."
222,Oficialía Mayor,"Escritura Pública número 13501 Volúmen 82 de fecha 25 de febrero de 1956 Notaría Pública número 13, Molango, Hidalgo."
223,Oficialía Mayor,"Escritura Pública número 13501 Volúmen 82 de fecha 25 de febrero de 1956 Notaría Pública número 13, Molango, Hidalgo."
224,Oficialía Mayor,Escritura Pública de fecha 15 de febrero de 1930 ante la Notaría Pública Leopoldo Guadarrama.
225,Oficialía Mayor,Escritura Pública de fecha 25 de enero de 1928.
226,Oficialía Mayor,"Escritura Pública número 13501 Volúmen 82 de fecha 25 de febrero de 1956 Notaría Pública número 13, Molango, Hidalgo."
227,Oficialía Mayor,"Escritura Pública número 14296 de fecha 10 de enero de 1958, ante la Notaría Pública  No, 1 de Pachuca, Hidalgo."
228,Oficialía Mayor,
229,Oficialía Mayor,"Escritura Pública número 5210, Volúmen 31 de fecha 05 de noviembre de 1943, ante la Notaría Pública  número 1 de Pachuca de Soto, Hidalgo."
230,Oficialía Mayor,"Escritura Pública número 43301 Volúmen 615 de fecha 24 de noviembre de 1988 ante la Notaría Pública  número 1 de Pachuca, Hidalgo."
231,Oficialía Mayor,"Escritura Pública número 43301 Volúmen 615 de fecha 24 de noviembre de 1988 ante la Notaría Pública  número 1 de Pachuca, Hidalgo."
232,Oficialía Mayor,"Escritura Pública número 14293, Volúmen 89 de fecha 10 de enero de 1958 ante la Notaría Pública  número 1 de Pachuca de Soto, Hidalgo."
233,Oficialía Mayor,"Escritura Pública número 21364, Volúmen 155 de fecha 22 de julio de 1961 ante la Notaría Pública  número 2 de Pachuca de Soto, Hidalgo."
234,Oficialía Mayor,"Escritura Pública número 36549, Volúmen 458 de fecha 17 de agosto de 1984 ante la Notaría Pública  número 1 de Pachuca, Hidalgo."
235,Oficialía Mayor,"Escritura Pública número 20174, Volúmen 166 de fecha 30 de octubre 1969 ante la Notaría Pública  número 1 de Pachuca de Soto Hidalgo."
236,Oficialía Mayor,"Escritura Pública número 180 de fecha 31 de diciembre de 1934, ante la Notaría Pública  número 1 de Pachuca de Soto, Hidalgo."
237,Oficialía Mayor,"Escritura Pública número 20 de fecha 10 de diciembre de 1918 ante la Notaría Pública  número 1 de Pachuca, Hidalgo."
238,Oficialía Mayor,"1.- Decreto de destino de fecha 18 de mayo de 1951 ante la Notaría Pública  número 1 de Pachuca de Soto, Hidalgo. 2.- Contrato número Cd y Tdp 2003 004 de fecha 16 de diciembre 2003."
239,Oficialía Mayor,"Escritura Pública número 38502 de fecha 26 de octubre de 1978 ante la Notaría Pública  número 2 de Pachuca de Soto, Hidalgo."
240,Oficialía Mayor,"Escritura Pública número 32272, Volúmen 384 de fecha 28 de marzo de 1981, ante la Notaría Pública  número 01 de Pachuca de Soto, Hidalgo."
241,Oficialía Mayor,"Escritura Pública número 13189, Volúmen 419 de fecha 28 de mayo de 2001, ante la Notaría Pública  número 11 de Pachuca de Soto, Hidalgo."
242,Oficialía Mayor,"Escritura Pública número 32924, Volúmen 350 de fecha 16 de marzo de 1973, ante la Notaría Pública  número 02 de Pachuca de Soto, Hidalgo."
243,Oficialía Mayor,"Escritura Pública No 39444, Volúmen 1660 de fecha 20 de mayo de 2005 ante la Notaría Pública  número 08 de Pachuca de Soto, Hidalgo."
244,Oficialía Mayor,"Decreto de Expropiación Notaríal de fecha 23 de enero de 1981, ante la Notaría Pública  número 08 de Pachuca de Soto, Hidalgo."
245,Oficialía Mayor,En Proceso de Regularización
246,Oficialía Mayor,En Proceso de Regularización
247,Oficialía Mayor,"Escritura Pública No 39444, Volúmen 1660 de fecha 20 de mayo de 2005 ante la Notaría Pública  número 08 de Pachuca de Soto, Hidalgo."
248,Oficialía Mayor,"Escritura Pública número 15696, Volúmen 520 de fecha 23 de marzo de 1999 ante la Notaría Pública  número 10 de Pachuca de Soto, Hidalgo."
249,Oficialía Mayor,En Proceso de Regularización
250,Oficialía Mayor,"Escritura Pública No 51815, Volúmen 727 de fecha 04 de octubre de 1999, ante la Notaría Pública  número 02 de Pachuca de Soto, Hidalgo."
251,Oficialía Mayor,"Escritura Pública número 52117, Volúmen 734 de fecha 24 de febrero de 2000 ante la Notaría Pública número 02 de Pachuca de Soto, Hidalgo."
252,Oficialía Mayor,"Escritura Pública número 39488, Volúmen 1662 de fecha 25 de mayo de 2005 ante la Notaría Pública número 08 de Pachuca de Soto, Hidalgo."
253,Oficialía Mayor,"Escritura Pública número 15695, Volúmen 520 de fecha 23 de marzo de 1999, ante la Notaría Pública número 10 de Pachuca de Soto, Hidalgo."
254,Oficialía Mayor,"Escritura Pública No 432, Volúmen 12 de fecha 25 de marzo de 1982, ante la Notaría Pública número 04 de Pachuca de Soto, Hidalgo."
255,Oficialía Mayor,"Escritura Pública número 26517, Volúmen 225 de fecha 07 de marzo de 1967 ante la Notaría Pública número 02 Pachuca de Soto, Hidalgo."
256,Oficialía Mayor,"Escritura Pública No 39446 Volúmen 1660 de fecha 20 de mayo 2005 ante la Notaría Pública número 08 de Pachuca, Hidalgo."
257,Oficialía Mayor,"Escritura Pública número 45243 Volúmen 585 de fecha 04 de julio de 1989 ante la Notaría Pública número 02 de Pachuca de Soto, Hidalgo."
258,Oficialía Mayor,Escritura Pública número 39073 Volúmen 1644 de fecha 28 de marzo de 2005 ante la Notaría Pública número 08.
259,Oficialía Mayor,"Escritura Pública número 6662 Volúmen 282 de fecha 28 de febrero de 1994, ante la Notaría Pública número 11 de Pachuca de Soto, Hidalgo."
260,Oficialía Mayor,Contrato de Dación en Pago de fecha 15 de febrero de 2011.
261,Oficialía Mayor,"Escritura Pública número 14310, Volúmen 483 de fecha 31 de julio de 1997 ante la Notaría Pública número 10 de Pachuca de Soto, Hidalgo."
262,Oficialía Mayor,"Escritura Pública número 18907 Volúmen 725 de fecha 24 de octubre de 2014, Notaría Pública número 03 del Distrito Judicial de Tula de Allende, Hidalgo."
263,Oficialía Mayor,"Escritura Pública número 23230, Libro 922, Folios 16305-16311 de fecha 11 de diciembre de 2014, ante la Notaría Pública número 06 del Distrito Judicial de Pachuca de Soto, Hidalgo."
264,Oficialía Mayor,
265,Oficialía Mayor,"Escritura Pública número 378, Volúmen 8, Folio número 236 de fecha 22 de marzo de 2005, ante la Notaría Pública número 14 del Distrito Judicial de Actopan, Hidalgo."
266,Oficialía Mayor,"Escritura Pública número 23230, Libro 922, Folios 16305-16311 de fecha 11 de diciembre de 2014, ante la Notaría Pública número 06 del Distrito Judicial de Pachuca de Soto, Hidalgo."
267,Oficialía Mayor,"Escritura Pública número 378, Volúmen 8, Folio número 236 de fecha 22 de marzo de 2005, ante la Notaría Pública número 14 del Distrito Judicial de Actopan, Hidalgo."
268,Oficialía Mayor,"Escritura Pública número 27364, Volúmen 1297 de fecha 22 de agosto de 2017, ante la Notaría Pública número 14 del Distrito Judicial de Pachuca de Soto, Hidalgo."
269,Oficialía Mayor,"Escritura Pública número 25,417, volumen 515 del 31 de julio de 2017, protocolizada en la Notaría Pública número 18."
270,Oficialía Mayor,"Escritura Pública número 25,418, volumen 515 del 31 de julio de 2017, ante la Notaría Pública número 18 de Pachuca de Soto, Hidalgo."
271,Oficialía Mayor,"Escritura Pública número 25419, volumetn 515 del 31 de julio de 2017, ante la Notaría Pública número 18 del municipio de Pachuca de Soto, Hidalgo."
272,Oficialía Mayor,"Escritura Pública 2,245, Libro número 92 de fecha 08 de octubre de 2015, Notaría Pública número 7, Tizayuca, Hidalgo."
273,Oficialía Mayor,"Escritura Pública número 58582 Volúmen 1059 de fecha 04 de octubre de 1999 ante la Notaría Pública número 1 de Pachuca de Soto, Hidalgo."
274,Oficialía Mayor,"Escritura Pública número 21380, Volúmen 156 de fecha 31 de julio de 1961 ante la Notaría Pública número 02 de Pachuca de Soto, Hidalgo."
275,Oficialía Mayor,"Escritura Pública número 33337, Volúmen 358 de fecha 16 de julio 1973, ante la Notaría Pública número 02."
276,Oficialía Mayor,"Escritura Pública No 34315, Volúmen 376 de fecha 05 de julio de 1974 ante la Notaría Pública número 02 de Pachuca de Soto, Hidalgo."
277,Oficialía Mayor,"Escritura Pública número 14146, Volúmen 478 de fecha 28 de mayo 997 ante la Notaría Pública número 10 de Pachuca de Soto, Hidalgo."
278,Oficialía Mayor,"Escritura Pública número 20020 Volúmen 840 de fecha 30 de mayo de 2010 ante la Notaría Pública número 06 de Pachuca de Soto, Hidalgo."
