ID_INMUEBLE,ID _ESTADO,ESTADO,DENOMINACIÓN_INMUEBLE,NOMBRE_VIALIDAD,TIPO_ASENTAMIENTO,NATURALEZA_INMUEBLE,TIPO_INMUEBLE,USO_INMUEBLE
2956,13,Hidalgo,Primaria General 5 de Mayo,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
2957,13,Hidalgo,Telesecundaria 408,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
2958,13,Hidalgo,Primaria Indígena Emiliano Zapata,Colonia Centro,Colonia,Urbana,Edificación,Primaria Indígena
2959,13,Hidalgo,Preescolar Indígena Ventura López,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
2960,13,Hidalgo,Primaria Indígena Benito Juárez,Centro,Colonia,Urbana,Edificación,Primaria Indígena
2961,13,Hidalgo,Telesecundaria 549,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
2962,13,Hidalgo,Preescolar Indígena Maurilio Muñoz Basilio,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
2963,13,Hidalgo,Primaria Indígena Miguel Hidalgo,Domicilio conocido,Colonia,Urbana,Edificación,Primaria Indígena
2964,13,Hidalgo,Primaria General Benito Juárez,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
2965,13,Hidalgo,Primaria General Leóna Vicario,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
2966,13,Hidalgo,Primaria General 15 de Septiembre,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
2967,13,Hidalgo,Primaria General Miguel Hidalgo,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
2968,13,Hidalgo,Telesecundaria 733,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
2969,13,Hidalgo,Preescolar General Buen Sembrador,Centro de la localidad,Colonia,Urbana,Edificación,Preescolar General
2970,13,Hidalgo,Primaria General Benito Juárez,Niños Héroes ,Colonia,Urbana,Edificación,Primaria General
2971,13,Hidalgo,Secundaria Técnica Escuela Secundaria Técnica 24,Nicolás Flores-Cardonal ,Colonia,Urbana,Edificación,Secundaria Técnica
2972,13,Hidalgo,Primaria General Justo Sierra,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
2973,13,Hidalgo,Primaria Indígena Lázaro Cárdenas,Domicilio conocido,Colonia,Urbana,Edificación,Primaria Indígena
2974,13,Hidalgo,Primaria General Amado Nervo,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
2975,13,Hidalgo,Telesecundaria 602,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
2976,13,Hidalgo,Primaria General Gral. Nicolás Flores,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
2977,13,Hidalgo,Primaria General Nicolás Bravo,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
2978,13,Hidalgo,Primaria General Cuauhtémoc,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
2979,13,Hidalgo,Telesecundaria 376,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
2980,13,Hidalgo,Preescolar Indígena Justo Sierra,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
2981,13,Hidalgo,Primaria Indígena Joséfa Ortíz de Domínguez,Colonia Centro ,Colonia,Urbana,Edificación,Primaria Indígena
2982,13,Hidalgo,Telesecundaria 558,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
2983,13,Hidalgo,Preescolar Indígena Niños Héroes,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
2984,13,Hidalgo,Primaria General Justo Sierra,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
2985,13,Hidalgo,Telesecundaria 4,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
2986,13,Hidalgo,Primaria Indígena Lic. Adolfo López Mateos,Centro ,Colonia,Urbana,Edificación,Primaria Indígena
2987,13,Hidalgo,Telesecundaria 603,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
2988,13,Hidalgo,Preescolar General Ma. Evelia Monte Rubio y Saenz,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar General
2989,13,Hidalgo,Primaria General Justo Sierra,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
2990,13,Hidalgo,Telesecundaria 527,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
2991,13,Hidalgo,Preescolar General Agustín Guzmán ,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar General
2992,13,Hidalgo,Primaria General Niños Héroes,Plaza Principal ,Colonia,Urbana,Edificación,Primaria General
2993,13,Hidalgo,Telesecundaria 419,Principal ,Colonia,Urbana,Edificación,Telesecundaria
2994,13,Hidalgo,Primaria General José Ma. Morelos,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
2995,13,Hidalgo,Primaria General Ignacio Allende,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
2996,13,Hidalgo,Telesecundaria 638,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
2997,13,Hidalgo,Preescolar General Juan Escutia,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar General
2998,13,Hidalgo,Primaria General Lic. Alfredo V. Bonfil,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
2999,13,Hidalgo,Preescolar General Sócrates,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar General
3000,13,Hidalgo,Primaria General Benito Juárez,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
3001,13,Hidalgo,Telesecundaria 64,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
3002,13,Hidalgo,Preescolar General Carlos Darwin,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar General
3003,13,Hidalgo,Primaria General Francisco Javier Mina,Eliseo Quintanar,Colonia,Urbana,Edificación,Primaria General
3004,13,Hidalgo,Telesecundaria 525,Hidalgo ,Colonia,Urbana,Edificación,Telesecundaria
3005,13,Hidalgo,Primaria General Roman Guerrero,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
3006,13,Hidalgo,Preescolar General Niños Héroes,Clavel,Colonia,Urbana,Edificación,Preescolar General
3007,13,Hidalgo,Primaria General Narciso Mendoza,Plaza Principal ,Colonia,Urbana,Edificación,Primaria General
3008,13,Hidalgo,Telesecundaria 102,Clavel ,Colonia,Urbana,Edificación,Telesecundaria
3009,13,Hidalgo,Preescolar General José Ma. Pino Suárez,Pino Suárez ,Colonia,Urbana,Edificación,Preescolar General
3010,13,Hidalgo,Primaria General Gral. Miguel Alemán ,Villagrán ,Colonia,Urbana,Edificación,Primaria General
3011,13,Hidalgo,Secundaria Técnica Escuela Secundaria Técnica 4,Morelos ,Colonia,Urbana,Edificación,Secundaria Técnica
3012,13,Hidalgo,Primaria General Ignacio Zaragoza,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
3013,13,Hidalgo,Preescolar General David Alfaro Siqueiros,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar General
3014,13,Hidalgo,Primaria General Benito Juárez,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
3015,13,Hidalgo,Telesecundaria 524,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
3016,13,Hidalgo,Primaria General J. Jesús Ochoa,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
3017,13,Hidalgo,Telesecundaria 271,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
3018,13,Hidalgo,Preescolar General Venustiano Carranza,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar General
3019,13,Hidalgo,Primaria General Ignacio Zaragoza,Ignacio Zaragoza ,Colonia,Urbana,Edificación,Primaria General
3020,13,Hidalgo,Telesecundaria 597,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
3021,13,Hidalgo,Primaria General Francisco Montes de Oca,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
3022,13,Hidalgo,Primaria General Vicente Guerrero,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
3023,13,Hidalgo,Telesecundaria 491,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
3024,13,Hidalgo,Primaria General Lic. Adolfo López Mateos,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
3025,13,Hidalgo,Preescolar General Eluikak,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar General
3026,13,Hidalgo,Primaria General Miguel Hidalgo,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
3027,13,Hidalgo,Preescolar General Xochipilli,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar General
3028,13,Hidalgo,Primaria General Vicente Guerrero,Vieja A Omitlán ,Colonia,Urbana,Edificación,Primaria General
3029,13,Hidalgo,Primaria General El Pipila,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
3030,13,Hidalgo,Primaria General Ignacio López Rayón,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
3031,13,Hidalgo,Telesecundaria 644,de Velasco A Ignacio López Rayón ,Colonia,Urbana,Edificación,Telesecundaria
3032,13,Hidalgo,Primaria General Justo Sierra,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
3033,13,Hidalgo,Preescolar General Oyamel,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar General
3034,13,Hidalgo,Primaria General Raymundo Enriquez,Centro de la localidad ,Colonia,Urbana,Edificación,Primaria General
3035,13,Hidalgo,Telesecundaria 204,del Pino,Colonia,Urbana,Edificación,Telesecundaria
3036,13,Hidalgo,Preescolar General Coronel José María Pérez,Coronel José María Pérez ,Colonia,Urbana,Edificación,Preescolar General
3037,13,Hidalgo,Primaria General Melchor Ocampo,Niños Héroes ,Colonia,Urbana,Edificación,Primaria General
3038,13,Hidalgo,Telesecundaria 3,Francisco I. Madero ,Colonia,Urbana,Edificación,Telesecundaria
3039,13,Hidalgo,Primaria General Lázaro Cárdenas,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
3040,13,Hidalgo,Telesecundaria 447,del Fresno ,Colonia,Urbana,Edificación,Telesecundaria
3041,13,Hidalgo,Preescolar General Antonieta R. de Sánchez Mejorada,Los Pinos ,Colonia,Urbana,Edificación,Preescolar General
3042,13,Hidalgo,Primaria General Lic. Carlos Sánchez Mejorada,Centro de la localidad ,Colonia,Urbana,Edificación,Primaria General
3043,13,Hidalgo,Preescolar General Nuevo Horizonte,Guerrero ,Colonia,Urbana,Edificación,Preescolar General
3044,13,Hidalgo,Primaria General Independencia,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
3045,13,Hidalgo,Telesecundaria 59,Principal ,Colonia,Urbana,Edificación,Telesecundaria
3046,13,Hidalgo,Preescolar General 11 de Julio,"Barreteros, 2da. Sección ",Colonia,Urbana,Edificación,Preescolar General
3047,13,Hidalgo,Primaria General 11de Julio,"11 de Julio, 2da. Sección ",Colonia,Urbana,Edificación,Primaria General
3048,13,Hidalgo,Preescolar General Profesora Emma García Barrientos,Pirules ,Colonia,Urbana,Edificación,Preescolar General
3049,13,Hidalgo,Preescolar General Dr. José G. Parres,Hermenegildo Galeana ,Colonia,Urbana,Edificación,Preescolar General
3050,13,Hidalgo,Primaria General Gral. Julián Villagrán,Francisco Montes de Oca ,Colonia,Urbana,Edificación,Primaria General
3051,13,Hidalgo,Primaria General Gonzálo Menindez Díaz,Maclovio Herrera ,Colonia,Urbana,Edificación,Primaria General
3052,13,Hidalgo,Preescolar General Profesora Carlota González Castelan,Plaza Patoni,Colonia,Urbana,Edificación,Preescolar General
3053,13,Hidalgo,Secundaria General Escuela Secundaria General 6,Reforma ,Colonia,Urbana,Edificación,Secundaria General
3054,13,Hidalgo,Primaria General Justo Sierra,Guerrero ,Colonia,Urbana,Edificación,Primaria General
3055,13,Hidalgo,Primaria General Francisco I. Madero, Venustiano Carranza ,Colonia,Urbana,Edificación,Primaria General
3056,13,Hidalgo,Primaria General Joséfa Ortíz de Domínguez,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
3057,13,Hidalgo,Preescolar General Profesora Ángela Barrientos Montiel,Escuadron ,Colonia,Urbana,Edificación,Preescolar General
3058,13,Hidalgo,Primaria General Carlos Rovirosa,Roberto Fierro,Colonia,Urbana,Edificación,Primaria General
3059,13,Hidalgo,Cendi Sep número 3,Felipe Ángeles ,Colonia,Urbana,Edificación,Cendi
3060,13,Hidalgo,María García Vallejo Septien Cendi número 1,Felipe Ángeles ,Colonia,Urbana,Edificación,Cendi
3061,13,Hidalgo,Primaria General 18 de Marzo,Pachuca,Colonia,Urbana,Edificación,Primaria General
3062,13,Hidalgo,Preescolar General Profr. Enrique Laubscher,Narciso Mendoza ,Colonia,Urbana,Edificación,Preescolar General
3063,13,Hidalgo,Preescolar General Carmen Romano de López Portillo,Rio yaqui ,Colonia,Urbana,Edificación,Preescolar General
3064,13,Hidalgo,Primaria General Iep 15 Hijos del Ejercito,Profesor Antonio Chavez Ibarra ,Colonia,Urbana,Edificación,Primaria General
3065,13,Hidalgo,Primaria General Profr. Ramón G. Bonfil,Rio Papaloapan ,Colonia,Urbana,Edificación,Primaria General
3066,13,Hidalgo,Preescolar General Gabriel Romero Reyes,General Lázaro Cárdenas ,Colonia,Urbana,Edificación,Preescolar General
3067,13,Hidalgo,Primaria General Adolfo López Mateos,Alfonso Corona del Rosal ,Colonia,Urbana,Edificación,Primaria General
3068,13,Hidalgo,Primaria General Nicolás Flores,Fray Antonio de Roa ,Colonia,Urbana,Edificación,Primaria General
3069,13,Hidalgo,Secundaria Técnica Escuela Secundaria Técnica 38,El Minero ,Colonia,Urbana,Edificación,Secundaria Técnica
3070,13,Hidalgo,Primaria General José Vasconcelos,Rubi,Colonia,Urbana,Edificación,Primaria General
3071,13,Hidalgo,Preescolar General Chapultepec,Monterrey ,Colonia,Urbana,Edificación,Preescolar General
3072,13,Hidalgo,Primaria General Bartolomé de Medina,Monterrey,Colonia,Urbana,Edificación,Primaria General
3073,13,Hidalgo,Secundaria Técnica Escuela Secundaria Técnica 1,Felipe Ángeles ,Colonia,Urbana,Edificación,Secundaria Técnica
3074,13,Hidalgo,Primaria General Carlos Martínez Balmori,Bisnaga ,Colonia,Urbana,Edificación,Primaria General
3075,13,Hidalgo,Primaria General José Julián Marti,José María Luis Mora ,Colonia,Urbana,Edificación,Primaria General
3076,13,Hidalgo,Secundaria General Manuel Fernando Soto Pastrana,Independencia,Colonia,Urbana,Edificación,Secundaria General
3077,13,Hidalgo,Preescolar General Benito Juárez,Independencia,Colonia,Urbana,Edificación,Preescolar General
3078,13,Hidalgo,Primaria General Libertadores de América, Independencia,Colonia,Urbana,Edificación,Primaria General
3079,13,Hidalgo,Preescolar General Hontoria,Madero,Colonia,Urbana,Edificación,Preescolar General
3080,13,Hidalgo,Primaria General Fuentes y Bravo,Cipres ,Colonia,Urbana,Edificación,Primaria General
3081,13,Hidalgo,Preescolar General Coronel y Profesor Leopoldo Ruíz,Gómez Pérez ,Colonia,Urbana,Edificación,Preescolar General
3082,13,Hidalgo,Preescolar General Margarita Michelena,Pedro María Anaya ,Colonia,Urbana,Edificación,Preescolar General
3083,13,Hidalgo,Primaria General Gral. Pedro María Anaya,Mariano Abasolo ,Colonia,Urbana,Edificación,Primaria General
3084,13,Hidalgo,Primaria General Revolución Mexicana,Pedro Ma. Anaya ,Colonia,Urbana,Edificación,Primaria General
3085,13,Hidalgo,Preescolar General 21 de Marzo,Dr. Arnulfo G. Farías ,Colonia,Urbana,Edificación,Preescolar General
3086,13,Hidalgo,Primaria General Centro Escolar Hidalgo,Francisco I. Madero ,Colonia,Urbana,Edificación,Primaria General
3087,13,Hidalgo,Primaria General Margarita Maza de Juárez,Dr. Agustín Torres Cravioto ,Colonia,Urbana,Edificación,Primaria General
3088,13,Hidalgo,Preescolar General Educación Compartida,Las Torres,Colonia,Urbana,Edificación,Preescolar General
3089,13,Hidalgo,Primaria General Emiliano Zapata,Lázaro Cárdenas ,Colonia,Urbana,Edificación,Primaria General
3090,13,Hidalgo,Preescolar General Lic. Jesús Reyes Heroles,Solidaridad ,Colonia,Urbana,Edificación,Preescolar General
3091,13,Hidalgo,Primaria General Emiliano Zapata,Miguel Alemán  ,Colonia,Urbana,Edificación,Primaria General
3092,13,Hidalgo,Primaria General Cadete Vicente Suarez,3,Colonia,Urbana,Edificación,Primaria General
3093,13,Hidalgo,Preescolar General Navany,Cisnes Sur ,Colonia,Urbana,Edificación,Preescolar General
3094,13,Hidalgo,Primaria General Florinda Chapa Díaz,de Las Aves ,Colonia,Urbana,Edificación,Primaria General
3095,13,Hidalgo,Preescolar General Profesora María Vargas de Ita,Mina La Rica ,Colonia,Urbana,Edificación,Preescolar General
3096,13,Hidalgo,Preescolar General Guillermo Federico Froebel,Pirules ,Colonia,Urbana,Edificación,Preescolar General
3097,13,Hidalgo,Preescolar General Francisco Gabilondo Soler Cri Cri,del Bosque ,Colonia,Urbana,Edificación,Preescolar General
3098,13,Hidalgo,Primaria General Ciudad de Ponferrada,Primavera ,Colonia,Urbana,Edificación,Primaria General
3099,13,Hidalgo,Primaria General Plan de Guadalupe,Plan de San Luis ,Colonia,Urbana,Edificación,Primaria General
3100,13,Hidalgo,Primaria General Guadalupe Victoria,Adolfo Ruíz CortInés ,Colonia,Urbana,Edificación,Primaria General
3101,13,Hidalgo,Primaria General Margarita Michelena,Hacienda Guadalupe ,Colonia,Urbana,Edificación,Primaria General
3102,13,Hidalgo,Preescolar General Bertha Von Glumer Leyva,16 de Septiembre ,Colonia,Urbana,Edificación,Preescolar General
3103,13,Hidalgo,Primaria General Ignacio Zaragoza,Ignacio Zaragoza ,Colonia,Urbana,Edificación,Primaria General
3104,13,Hidalgo,Preescolar General Coyolxauhqui,Felipe Ángeles,Colonia,Urbana,Edificación,Preescolar General
3105,13,Hidalgo,Primaria General Felipe Ángeles,de Los Minerales ,Colonia,Urbana,Edificación,Primaria General
3106,13,Hidalgo,Primaria General Lázaro Cárdenas,Alfa Centauro Poniente ,Colonia,Urbana,Edificación,Primaria General
3107,13,Hidalgo,Preescolar General Margarita Maza de Juárez,Carlos Castelan Canales ,Colonia,Urbana,Edificación,Preescolar General
3108,13,Hidalgo,Preescolar General Itzcoatl,Union ,Colonia,Urbana,Edificación,Preescolar General
3109,13,Hidalgo,Preescolar General Profr. Raul Guerrero Guerrero,del Trabajo ,Colonia,Urbana,Edificación,Preescolar General
3110,13,Hidalgo,Preescolar General Carlos Castelan Canales,Carrillo Puerto ,Colonia,Urbana,Edificación,Preescolar General
3111,13,Hidalgo,Primaria General Profr. Teodomiro Manzano,Amado Nervo ,Colonia,Urbana,Edificación,Primaria General
3112,13,Hidalgo,Primaria General Melchor Ocampo,Francisco Noble ,Colonia,Urbana,Edificación,Primaria General
3113,13,Hidalgo,Preescolar General Esfuerzo Comunitario,2 de Abril ,Colonia,Urbana,Edificación,Preescolar General
3114,13,Hidalgo,Primaria General 27 de Septiembre,1ro de Mayo ,Colonia,Urbana,Edificación,Primaria General
3115,13,Hidalgo,Telesecundaria 701,15 de Septiembre,Colonia,Urbana,Edificación,Telesecundaria
3116,13,Hidalgo,Secundaria General Ricardo Garibay Ortega,Lirio ,Colonia,Urbana,Edificación,Secundaria General
3117,13,Hidalgo,Preescolar General Profesora Ma. Isabel Salazar Pérez,Lirio ,Colonia,Urbana,Edificación,Preescolar General
3118,13,Hidalgo,Secundaria General Escuela Secundaria General 1,Pachuca ,Colonia,Urbana,Edificación,Secundaria General
3119,13,Hidalgo,Secundaria General Escuela Secundaria General 2, Avenida Juárez ,Colonia,Urbana,Edificación,Secundaria General
3120,13,Hidalgo,Secundaria General Emiliano Zapata,Emiliano Zapata ,Colonia,Urbana,Edificación,Secundaria General
3121,13,Hidalgo,Secundaria General Proceres de La Nación,Felipe Ángeles ,Colonia,Urbana,Edificación,Secundaria General
3122,13,Hidalgo,Centro de Atención Múltiple número 1,16 de Septiembre de 1810 ,Colonia,Urbana,Edificación,Centro de Atención Múltiple (Cam)
3123,13,Hidalgo,Preescolar General Laura Lugo,Morelos ,Colonia,Urbana,Edificación,Preescolar General
3124,13,Hidalgo,Preescolar General Amado Nervo,Hidalgo ,Colonia,Urbana,Edificación,Preescolar General
3125,13,Hidalgo,Preescolar General Club de Leónes,Gómez Pérez ,Colonia,Urbana,Edificación,Preescolar General
3126,13,Hidalgo,Preescolar General Dr. Agustín Navarro Cardona,Arista ,Colonia,Urbana,Edificación,Preescolar General
3127,13,Hidalgo,Preescolar General 20 de Noviembre,Emiliano Zapata ,Colonia,Urbana,Edificación,Preescolar General
3128,13,Hidalgo,Preescolar General Profesora Rosaura Zapata Cano,Cactus ,Colonia,Urbana,Edificación,Preescolar General
3129,13,Hidalgo,Centro de Atención Múltiple número 19,Oaxaca ,Colonia,Urbana,Edificación,Centro de Atención Múltiple (Cam)
3130,13,Hidalgo,Pedagógica Centro Regional de Educación Normal Benito Juárez,Pasaje Profesor y Licenciado Gaudencio Morales Hernández,Colonia,Urbana,Edificación,Pedagógica
3131,13,Hidalgo,Primaria General Belisario Domínguez,Ignacio Allende ,Colonia,Urbana,Edificación,Primaria General
3132,13,Hidalgo,Primaria General Centro Escolar Presidente Alemán ,Revolución ,Colonia,Urbana,Edificación,Primaria General
3133,13,Hidalgo,Primaria General Vicente Guerrero,Hidalgo ,Colonia,Urbana,Edificación,Primaria General
3134,13,Hidalgo,Primaria General Distribuidores Nissan Numero 39,del Bosque ,Colonia,Urbana,Edificación,Primaria General
3135,13,Hidalgo,Telesecundaria 1,Felipe Ángeles ,Colonia,Urbana,Edificación,Telesecundaria
3136,13,Hidalgo,Preescolar General Sor Juana Inés de La Cruz,San Martín ,Colonia,Urbana,Edificación,Preescolar General
3137,13,Hidalgo,Primaria General Francisco Rivero Nava,San Pedro ,Colonia,Urbana,Edificación,Primaria General
3138,13,Hidalgo,Preescolar General Profesora Esperanza García Marquez,Piracantos ,Colonia,Urbana,Edificación,Preescolar General
3139,13,Hidalgo,Preescolar General María Edith Franco Morales,Gobernadores,Colonia,Urbana,Edificación,Preescolar General
3140,13,Hidalgo,Primaria General Emilio Carranza,Federalismo ,Colonia,Urbana,Edificación,Primaria General
3141,13,Hidalgo,Primaria General Profr. Gaudencio Morales Hernández,Calle 18,Colonia,Urbana,Edificación,Primaria General
3142,13,Hidalgo,Preescolar General Esperanza García Conde de Nyssen,Jaime Nuno,Colonia,Urbana,Edificación,Preescolar General
3143,13,Hidalgo,Primaria General Ignacio Zaragoza,Samuel Carro ,Colonia,Urbana,Edificación,Primaria General
3144,13,Hidalgo,Primaria General Everardo Marquez,16 de Enero de 1869 ,Colonia,Urbana,Edificación,Primaria General
3145,13,Hidalgo,Preescolar General Sara Coronado de Ponce,6,Colonia,Urbana,Edificación,Preescolar General
3146,13,Hidalgo,Primaria General Plutarco Elias Calles,6,Colonia,Urbana,Edificación,Primaria General
3147,13,Hidalgo,Preescolar General Dra. Columba Rivera,Revolución,Colonia,Urbana,Edificación,Preescolar General
3148,13,Hidalgo,Preescolar General Profesora Eva Samano de López Mateos,Vicente Segura ,Colonia,Urbana,Edificación,Preescolar General
3149,13,Hidalgo,Preescolar General Frida Kahlo,Juárez ,Colonia,Urbana,Edificación,Preescolar General
3150,13,Hidalgo,Primaria General J. Ascencion Rámirez,Quincuagesima Legislatura,Colonia,Urbana,Edificación,Primaria General
3151,13,Hidalgo,Preescolar General Profesora Ma. del Rosario Castillo,Avenida Hidalgo ,Colonia,Urbana,Edificación,Preescolar General
3152,13,Hidalgo,Primaria General Cuauhtémoc,OrquiDía ,Colonia,Urbana,Edificación,Primaria General
3153,13,Hidalgo,Telesecundaria 566,16 de Enero,Colonia,Urbana,Edificación,Telesecundaria
3154,13,Hidalgo,Preescolar General Alfa,Oaxaca ,Colonia,Urbana,Edificación,Preescolar General
3155,13,Hidalgo,Primaria General Alfa,México ,Colonia,Urbana,Edificación,Primaria General
3156,13,Hidalgo,Telesecundaria 666,Calzada de Veracruz ,Colonia,Urbana,Edificación,Telesecundaria
3157,13,Hidalgo,Preescolar General Mineria Naciónal,Nevado de Popocatepetl,Colonia,Urbana,Edificación,Preescolar General
3158,13,Hidalgo,Primaria General Francisco I. Madero,Nevado de Popocatepetl ,Colonia,Urbana,Edificación,Primaria General
3159,13,Hidalgo,Preescolar General Ma. del Consuelo Paredes González,Hidalgo ,Colonia,Urbana,Edificación,Preescolar General
3160,13,Hidalgo,Primaria General Pedro María Anaya,Zacatecas ,Colonia,Urbana,Edificación,Primaria General
3161,13,Hidalgo, Telesecundaria 86,Colima ,Colonia,Urbana,Edificación,Telesecundaria
3162,13,Hidalgo,Primaria General Luis Donaldo Colosio Murrieta,Flor de Alheli ,Colonia,Urbana,Edificación,Primaria General
3163,13,Hidalgo,Preescolar General Estefania Castañeda,5 de Mayo ,Colonia,Urbana,Edificación,Preescolar General
3164,13,Hidalgo,Primaria General Esfuerzo Campesino,5 de Mayo ,Colonia,Urbana,Edificación,Primaria General
3165,13,Hidalgo,Preescolar General Alfonso Cravioto,Ejido 2 ,Colonia,Urbana,Edificación,Preescolar General
3166,13,Hidalgo,Primaria General Lázaro Cárdenas,Reforma Agraria ,Colonia,Urbana,Edificación,Primaria General
3167,13,Hidalgo,Telesecundaria 697,Reforma Agraria ,Colonia,Urbana,Edificación,Telesecundaria
3168,13,Hidalgo,Preescolar General Lic. Gaudencio Morales Hernández,Hidalgo,Colonia,Urbana,Edificación,Preescolar General
3169,13,Hidalgo,Primaria General Joséfa Ortíz de Domínguez,Hidalgo,Colonia,Urbana,Edificación,Primaria General
3170,13,Hidalgo,Telesecundaria 192,Hidalgo ,Colonia,Urbana,Edificación,Telesecundaria
3171,13,Hidalgo,Preescolar General El Ejercito Mexicano,Pino ,Colonia,Urbana,Edificación,Preescolar General
3172,13,Hidalgo,Primaria General Profr. Rafael N. Santacruz Morales,del Palmar ,Colonia,Urbana,Edificación,Primaria General
3173,13,Hidalgo,Secundaria Técnica Escuela Secundaria Técnica 40,Luis Donaldo Colosio ,Colonia,Urbana,Edificación,Secundaria Técnica
3174,13,Hidalgo,Preescolar General Ángelita Marquez,Paseo Toltecas ,Colonia,Urbana,Edificación,Preescolar General
3175,13,Hidalgo,Primaria General Aquíles Serdán,Narciso Mendoza ,Colonia,Urbana,Edificación,Primaria General
3176,13,Hidalgo,Preescolar General Beatriz Ordoñez Acuña,Luis Donaldo Colosio Murrieta,Colonia,Urbana,Edificación,Preescolar General
3177,13,Hidalgo,Primaria General Netzahualcoyotl,Ramón G. Bonfil ,Colonia,Urbana,Edificación,Primaria General
3178,13,Hidalgo,Secundaria General Jaime Torres Bodet,Lic. Javier Rojo Gómez ,Colonia,Urbana,Edificación,Secundaria General
3179,13,Hidalgo,Preescolar General Nuevo Hidalgo,Germán Corona del Rosal ,Colonia,Urbana,Edificación,Preescolar General
3180,13,Hidalgo,Primaria General Juan C. Doria,Otilio Villegas ,Colonia,Urbana,Edificación,Primaria General
3181,13,Hidalgo,Secundaria General Felipe Ángeles,José María Morelos y Pavón ,Colonia,Urbana,Edificación,Secundaria General
3182,13,Hidalgo,Preescolar General Niños Héroes de Chapultepec,16 de Septiembre ,Colonia,Urbana,Edificación,Preescolar General
3183,13,Hidalgo,Centro de Atención Múltiple número 3, Felipe Ángeles ,Colonia,Urbana,Edificación,Centro de Atención Múltiple (Cam)
3184,13,Hidalgo,Primaria General Profr. Francisco Noble,16 de Septiembre de 1810,Colonia,Urbana,Edificación,Primaria General
3185,13,Hidalgo,Primaria General Gral. Felipe Ángeles,Veracruz,Colonia,Urbana,Edificación,Primaria General
3186,13,Hidalgo,Primaria General Leóna Vicario,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
3187,13,Hidalgo,Primaria Indígena Emiliano Zapata,Domicilio conocido,Colonia,Urbana,Edificación,Primaria Indígena
