ID_INMUEBLE,ID _ESTADO,ESTADO,DENOMINACIÓN_INMUEBLE,NOMBRE_VIALIDAD,TIPO_ASENTAMIENTO,NATURALEZA_INMUEBLE,TIPO_INMUEBLE,USO_INMUEBLE
1711,13,Hidalgo,Primaria General Gabino Barreda,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
1712,13,Hidalgo,Telesecundaria 589,Ocotal-Linda Vista ,Colonia,Urbana,Edificación,Telesecundaria
1713,13,Hidalgo,Primaria Indígena Vicente Guerrero,Domicilio conocido,Colonia,Urbana,Edificación,Primaria Indígena
1714,13,Hidalgo,Primaria Indígena Salvador Allende,Domicilio conocido,Colonia,Urbana,Edificación,Primaria Indígena
1715,13,Hidalgo,Preescolar Indígena Vicente Suarez,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1716,13,Hidalgo,Primaria Indígena Margarita Maza de Juárez,Plaza Principal ,Colonia,Urbana,Edificación,Primaria Indígena
1717,13,Hidalgo,Telesecundaria 712,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
1718,13,Hidalgo,Primaria General Justo Sierra,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
1719,13,Hidalgo,Primaria General Miguel Hidalgo,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
1720,13,Hidalgo,Preescolar Indígena Luis Donaldo Colosio Murrieta,Plan del Recreo ,Colonia,Urbana,Edificación,Preescolar Indígena
1721,13,Hidalgo,Preescolar Indígena 21 de Marzo,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1722,13,Hidalgo,Primaria General Vicente Guerrero,Centro de la localidad ,Colonia,Urbana,Edificación,Primaria General
1723,13,Hidalgo,Primaria General Ignacio Zaragoza,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
1724,13,Hidalgo,Preescolar Indígena Francisco I. Madero,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1725,13,Hidalgo,Primaria Indígena Pensador Mexicano,Domicilio conocido,Colonia,Urbana,Edificación,Primaria Indígena
1726,13,Hidalgo,Telesecundaria 711,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
1727,13,Hidalgo,Primaria General Agustín Melgar,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
1728,13,Hidalgo,Telesecundaria 713,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
1729,13,Hidalgo,Preescolar Indígena Benito Juárez,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1730,13,Hidalgo,Primaria Indígena Aspiración Campesina,"Domicilio conocido, La Loma de San Ambrosio ",Colonia,Urbana,Edificación,Primaria Indígena
1731,13,Hidalgo,Telesecundaria 693,"Domicilio conocido, La Loma",Colonia,Urbana,Edificación,Telesecundaria
1732,13,Hidalgo,Preescolar Indígena 18 de Marzo,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1733,13,Hidalgo,Primaria Indígena 18 de Marzo,Plaza Principal ,Colonia,Urbana,Edificación,Primaria Indígena
1734,13,Hidalgo,Primaria Indígena Vicente Guerrero,Domicilio conocido,Colonia,Urbana,Edificación,Primaria Indígena
1735,13,Hidalgo,Telesecundaria 214,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
1736,13,Hidalgo,Preescolar Indígena Leóna Vicario,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1737,13,Hidalgo,Primaria General Leóna Vicario,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
1738,13,Hidalgo,Telesecundaria 457,No Me Olvides ,Colonia,Urbana,Edificación,Telesecundaria
1739,13,Hidalgo,Preescolar Indígena Juan Escutia,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1740,13,Hidalgo,Primaria Indígena Redención,Domicilio conocido,Colonia,Urbana,Edificación,Primaria Indígena
1741,13,Hidalgo,Telesecundaria 401,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
1742,13,Hidalgo,Preescolar Indígena Justo Sierra,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1743,13,Hidalgo,Primaria General Niños Héroes,Plaza Central ,Colonia,Urbana,Edificación,Primaria General
1744,13,Hidalgo,Telesecundaria 591,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
1745,13,Hidalgo,Preescolar General Antonio Manero,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar General
1746,13,Hidalgo,Primaria General Guillermo Prieto,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
1747,13,Hidalgo,Telesecundaria 439,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
1748,13,Hidalgo,Preescolar Indígena Salvador Díaz Miron,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1749,13,Hidalgo,Primaria General José Vasconcelos,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
1750,13,Hidalgo,Primaria General Pablo Torres Burgos,Insurgentes ,Colonia,Urbana,Edificación,Primaria General
1751,13,Hidalgo,Telesecundaria 115,Luis Donaldo Colosio Murrieta (Fracciónamiento Manuel Ángel Nuñez),Colonia,Urbana,Edificación,Telesecundaria
1752,13,Hidalgo,Preescolar Indígena Gabriela Mistral,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1753,13,Hidalgo,Primaria Indígena Cuauhtémoc,Centro ,Colonia,Urbana,Edificación,Primaria Indígena
1754,13,Hidalgo,Telesecundaria 648,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
1755,13,Hidalgo,Preescolar Indígena Emiliano Zapata,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1756,13,Hidalgo,Primaria General Emiliano Zapata,José Vasconcelos ,Colonia,Urbana,Edificación,Primaria General
1757,13,Hidalgo,Telesecundaria 215,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
1758,13,Hidalgo,Primaria Indígena Rafael Rámirez,Domicilio conocido,Colonia,Urbana,Edificación,Primaria Indígena
1759,13,Hidalgo,Primaria Indígena Amado Nervo,Domicilio conocido,Colonia,Urbana,Edificación,Primaria Indígena
1760,13,Hidalgo,Primaria Indígena Narciso Mendoza,Domicilio conocido,Colonia,Urbana,Edificación,Primaria Indígena
1761,13,Hidalgo,Telesecundaria 501,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
1762,13,Hidalgo,Primaria General Jaime Nuno,Entrada de la comunidad ,Colonia,Urbana,Edificación,Primaria General
1763,13,Hidalgo,Primaria Indígena Miguel Hidalgo y Costilla,Domicilio conocido,Colonia,Urbana,Edificación,Primaria Indígena
1764,13,Hidalgo,Preescolar Indígena Cuauhtémoc,Centro de la comunidad ,Colonia,Urbana,Edificación,Preescolar Indígena
1765,13,Hidalgo,Primaria Indígena Lázaro Cárdenas,Domicilio conocido,Colonia,Urbana,Edificación,Primaria Indígena
1766,13,Hidalgo,Preescolar Indígena Ignacio Manuel Altamirano,A La Entrada de la comunidad ,Colonia,Urbana,Edificación,Preescolar Indígena
1767,13,Hidalgo,Primaria Indígena Revolución Mexicana,Domicilio conocido,Colonia,Urbana,Edificación,Primaria Indígena
1768,13,Hidalgo,Preescolar General Profr. José P. Cabrera Licona,Centro de la localidad ,Colonia,Urbana,Edificación,Preescolar General
1769,13,Hidalgo,Primaria General Miguel Hidalgo,Centro de la población ,Colonia,Urbana,Edificación,Primaria General
1770,13,Hidalgo,Telesecundaria 788,Centro de la comunidad A Un Costado de La Iglesia ,Colonia,Urbana,Edificación,Telesecundaria
1771,13,Hidalgo,Preescolar Indígena Cuauhtémoc,A Bordo de La Carretera ,Colonia,Urbana,Edificación,Preescolar Indígena
1772,13,Hidalgo,Primaria Indígena Maestro Campesino,Centro de población ,Colonia,Urbana,Edificación,Primaria Indígena
1773,13,Hidalgo,Primaria General Benito Juárez García,Centro de la comunidad ,Colonia,Urbana,Edificación,Primaria General
1774,13,Hidalgo,Telesecundaria 677,Principal ,Colonia,Urbana,Edificación,Telesecundaria
1775,13,Hidalgo,Preescolar Indígena Juan Escutia,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1776,13,Hidalgo,Primaria General Joséfa Ortíz de Domínguez,Plaza Principal ,Colonia,Urbana,Edificación,Primaria General
1777,13,Hidalgo,Primaria Indígena Francisco Villa,Domicilio conocido,Colonia,Urbana,Edificación,Primaria Indígena
1778,13,Hidalgo,Preescolar Indígena Lic. Luis Donaldo Colosio Murrieta,Centro de la localidad,Colonia,Urbana,Edificación,Preescolar Indígena
1779,13,Hidalgo,Primaria General Melchor Ocampo,Centro de la comunidad ,Colonia,Urbana,Edificación,Primaria General
1780,13,Hidalgo,Primaria Indígena Miguel Hidalgo y Costilla,Centro de la localidad ,Colonia,Urbana,Edificación,Primaria Indígena
1781,13,Hidalgo,Preescolar Indígena Agustín de Iturbide,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1782,13,Hidalgo,Primaria Indígena Netzahualcoyotl,Centro de la comunidad ,Colonia,Urbana,Edificación,Primaria Indígena
1783,13,Hidalgo,Preescolar Indígena Niños Héroes,Apetlaco Aguacatitla ,Colonia,Urbana,Edificación,Preescolar Indígena
1784,13,Hidalgo,Primaria Indígena 5 de Febrero,Centro (Apetlaco Aguacatitla) ,Colonia,Urbana,Edificación,Primaria Indígena
1785,13,Hidalgo,Primaria Indígena Luis Donaldo Colosio,Domicilio conocido,Colonia,Urbana,Edificación,Primaria Indígena
1786,13,Hidalgo,Preescolar Indígena Ignacio Rámirez,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1787,13,Hidalgo,Primaria Indígena 20 de Noviembre,Centro de la localidad ,Colonia,Urbana,Edificación,Primaria Indígena
1788,13,Hidalgo,Preescolar Indígena Joséfa Ortíz de Domínguez,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1789,13,Hidalgo,Primaria Indígena Héroes del 47,Domicilio conocido,Colonia,Urbana,Edificación,Primaria Indígena
1790,13,Hidalgo,Primaria Indígena Vicente Guerrero,Domicilio conocido,Colonia,Urbana,Edificación,Primaria Indígena
1791,13,Hidalgo,Preescolar Indígena Joséfa Ortíz de Domínguez,Al Centro de la comunidad ,Colonia,Urbana,Edificación,Preescolar Indígena
1792,13,Hidalgo,Primaria Indígena El Proletario,Centro de la población ,Colonia,Urbana,Edificación,Primaria Indígena
1793,13,Hidalgo,Preescolar Indígena Niños Héroes,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1794,13,Hidalgo,Primaria Indígena Francisco I. Madero,Centro de la comunidad,Colonia,Urbana,Edificación,Primaria Indígena
1795,13,Hidalgo,Preescolar Indígena Xicotencatl,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1796,13,Hidalgo,Primaria Indígena Emiliano Zapata,Centro de la población ,Colonia,Urbana,Edificación,Primaria Indígena
1797,13,Hidalgo,Preescolar Indígena Emiliano Zapata,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1798,13,Hidalgo,Primaria General Cuauhtémoc,Entrada de la comunidad ,Colonia,Urbana,Edificación,Primaria General
1799,13,Hidalgo,Preescolar Indígena Angélica Castro de La Fuente,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1800,13,Hidalgo,Primaria Indígena Niño Artillero,Centro de la población ,Colonia,Urbana,Edificación,Primaria Indígena
1801,13,Hidalgo,Preescolar General Melanie Klein,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar General
1802,13,Hidalgo,Primaria General Francisco I. Madero,Apoxtl (Col. Zapotlán) ,Colonia,Urbana,Edificación,Primaria General
1803,13,Hidalgo,Telesecundaria 637,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
1804,13,Hidalgo,Preescolar General Profesora Oliva Vite Gómez,Barrio Arriba ,Colonia,Urbana,Edificación,Preescolar General
1805,13,Hidalgo,Primaria General Justo Sierra,Barrio Arriba ,Colonia,Urbana,Edificación,Primaria General
1806,13,Hidalgo,Primaria General Luis Donaldo Colosio,Barrio Abajo,Colonia,Urbana,Edificación,Primaria General
1807,13,Hidalgo,Preescolar General Profr. Fidel Rodríguez Morales,Principal ,Colonia,Urbana,Edificación,Preescolar General
1808,13,Hidalgo,Primaria General Emiliano Zapata,Centro de La Comuinidad ,Colonia,Urbana,Edificación,Primaria General
1809,13,Hidalgo,Preescolar Indígena José María Pino Suárez,Centro de la comunidad ,Colonia,Urbana,Edificación,Preescolar Indígena
1810,13,Hidalgo,Primaria Indígena Francisco I. Madero,Centro de la comunidad ,Colonia,Urbana,Edificación,Primaria Indígena
1811,13,Hidalgo,Preescolar Indígena Benito Juárez,Centro de la localidad ,Colonia,Urbana,Edificación,Preescolar Indígena
1812,13,Hidalgo,Primaria Indígena Emiliano Zapata,Centro de la localidad ,Colonia,Urbana,Edificación,Primaria Indígena
1813,13,Hidalgo,Telesecundaria 126,2 de Febrero ,Colonia,Urbana,Edificación,Telesecundaria
1814,13,Hidalgo,Preescolar Indígena Cuauhtémoc,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1815,13,Hidalgo,Primaria Indígena Niños Héroes,Centro de la población ,Colonia,Urbana,Edificación,Primaria Indígena
1816,13,Hidalgo,Preescolar Indígena Cuauhtémoc,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1817,13,Hidalgo,Preescolar Indígena Sor Juana Inés de La Cruz,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1818,13,Hidalgo,Primaria Indígena Benito Juárez,Centro de la población ,Colonia,Urbana,Edificación,Primaria Indígena
1819,13,Hidalgo,Primaria General General Lázaro Cárdenas,General Lázaro Cárdenas ,Colonia,Urbana,Edificación,Primaria General
1820,13,Hidalgo,Preescolar General Profr. Daniel Lara Salguero,Daniel Lara Salguero ,Colonia,Urbana,Edificación,Preescolar General
1821,13,Hidalgo,Primaria General Benito Juárez,Corona del Rosal ,Colonia,Urbana,Edificación,Primaria General
1822,13,Hidalgo,Telesecundaria 609,Daniel Lara Salguero ,Colonia,Urbana,Edificación,Telesecundaria
1823,13,Hidalgo,Primaria Indígena 5 de Mayo,Centro de la localidad ,Colonia,Urbana,Edificación,Primaria Indígena
1824,13,Hidalgo,Preescolar General Xochimilli Altepetl,Miguel Hidalgo (Barrio Abajo) ,Colonia,Urbana,Edificación,Preescolar General
1825,13,Hidalgo,Primaria General Bartolomé de Las Casas,Centro de la comunidad ,Colonia,Urbana,Edificación,Primaria General
1826,13,Hidalgo,Telesecundaria 174,José Alfredo San Roman Duval ,Colonia,Urbana,Edificación,Telesecundaria
1827,13,Hidalgo,Preescolar Indígena Venustiano Carranza,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1828,13,Hidalgo,Preescolar Indígena Guadalupe Victoria,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1829,13,Hidalgo,Preescolar General Carlota Flores Cruz,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar General
1830,13,Hidalgo,Primaria General Miguel Hidalgo,Principal ,Colonia,Urbana,Edificación,Primaria General
1831,13,Hidalgo,Preescolar Indígena Calmecac,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1832,13,Hidalgo,Primaria Indígena Narciso Mendoza,Domicilio conocido,Colonia,Urbana,Edificación,Primaria Indígena
1833,13,Hidalgo,Telesecundaria 122,Santa Catarina ,Colonia,Urbana,Edificación,Telesecundaria
1834,13,Hidalgo,Preescolar Indígena Xochipilli,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1835,13,Hidalgo,Primaria Indígena Rafael Rámirez,Domicilio conocido,Colonia,Urbana,Edificación,Primaria Indígena
1836,13,Hidalgo,Telesecundaria 678,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
1837,13,Hidalgo,Preescolar Indígena Sor Juana Inés de La Cruz,Centro de la localidad ,Colonia,Urbana,Edificación,Preescolar Indígena
1838,13,Hidalgo,Primaria General Francisco Villa,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
1839,13,Hidalgo,Secundaria General Manuel M. Ponce,Reforma ,Colonia,Urbana,Edificación,Secundaria General
1840,13,Hidalgo,Preescolar General Dr. Michel Navarrete,Reforma,Colonia,Urbana,Edificación,Preescolar General
1841,13,Hidalgo,Primaria General Francisco I. Madero,Reforma ,Colonia,Urbana,Edificación,Primaria General
1842,13,Hidalgo,Primaria General Samuel Lara Furiati,Progreso ,Colonia,Urbana,Edificación,Primaria General
1843,13,Hidalgo,Preescolar General Gral. Jesús F. Azuara,Reforma ,Colonia,Urbana,Edificación,Preescolar General
1844,13,Hidalgo,Preescolar Indígena Gregorio Torres Quintero,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1845,13,Hidalgo,Primaria Indígena 16 de Septiembre,Centro de la población,Colonia,Urbana,Edificación,Primaria Indígena
1846,13,Hidalgo,Preescolar Indígena Moises Saenz,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1847,13,Hidalgo,Primaria Indígena Adolfo López Mateos,Centro de la localidad ,Colonia,Urbana,Edificación,Primaria Indígena
1848,13,Hidalgo,Telesecundaria 14,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
1849,13,Hidalgo,Preescolar Indígena Guadalupe Victoria,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1850,13,Hidalgo,Primaria Indígena Lázaro Cárdenas,Domicilio conocido,Colonia,Urbana,Edificación,Primaria Indígena
1851,13,Hidalgo,Primaria General Sor Juana Inés de La Cruz,Las Focas,Colonia,Urbana,Edificación,Primaria General
1852,13,Hidalgo,Preescolar General Xochitl de Hueyatl,Principal ,Colonia,Urbana,Edificación,Preescolar General
1853,13,Hidalgo,Preescolar General Profr. Alfredo León Saenz,Jardines   ,Colonia,Urbana,Edificación,Preescolar General
1854,13,Hidalgo,Preescolar General Profesora Noemi Andrade de Espejo,Francisco Villa,Colonia,Urbana,Edificación,Preescolar General
1855,13,Hidalgo,Preescolar General Carmen Ramos del Rio,Iturbide ,Colonia,Urbana,Edificación,Preescolar General
1856,13,Hidalgo,Primaria General Emiliano Zapata,Emiliano Zapata ,Colonia,Urbana,Edificación,Primaria General
1857,13,Hidalgo,Preescolar General Profr. Juan de Dios Rodríguez HereDía,Palma ,Colonia,Urbana,Edificación,Preescolar General
1858,13,Hidalgo,Primaria General Fausta Caretta de La Vega,Palma ,Colonia,Urbana,Edificación,Primaria General
1859,13,Hidalgo,Primaria General Fidel Rodríguez Morales,Adolfo López Mateos,Colonia,Urbana,Edificación,Primaria General
1860,13,Hidalgo,Preescolar General Profr. Elias Amador González,Mirador ,Colonia,Urbana,Edificación,Preescolar General
1861,13,Hidalgo,Preescolar General José Toribio Hernández Flores,Emiliano Zapata ,Colonia,Urbana,Edificación,Preescolar General
1862,13,Hidalgo,Secundaria General Héroe Antonio Reyes,Profr. Toribio Antonio Reyes,Colonia,Urbana,Edificación,Secundaria General
1863,13,Hidalgo,Preescolar General Aprender Jugando,8,Colonia,Urbana,Edificación,Preescolar General
1864,13,Hidalgo,Primaria General Manuel Azuara León,8,Colonia,Urbana,Edificación,Primaria General
1865,13,Hidalgo,Telesecundaria 749,9,Colonia,Urbana,Edificación,Telesecundaria
1866,13,Hidalgo,Preescolar General Ing. Carlos Manuel Andrade A.,Toribio Reyes ,Colonia,Urbana,Edificación,Preescolar General
1867,13,Hidalgo,Primaria General Ing. Bartolomé Vargas Lugo,Bartolomé Vargas Lugo ,Colonia,Urbana,Edificación,Primaria General
1868,13,Hidalgo,Primaria General Emiliano Zapata,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
1869,13,Hidalgo,Preescolar General Ruben Dario,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar General
1870,13,Hidalgo,Primaria General Benito Juárez,El Potrero,Colonia,Urbana,Edificación,Primaria General
1871,13,Hidalgo,Telesecundaria 212,Insurgentes ,Colonia,Urbana,Edificación,Telesecundaria
1872,13,Hidalgo,Preescolar General Federico Chopin,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar General
1873,13,Hidalgo,Preescolar General Naciones Unidas,Lázaro Cárdenas ,Colonia,Urbana,Edificación,Preescolar General
1874,13,Hidalgo,Primaria General Lázaro Cárdenas,Lázaro Cárdenas ,Colonia,Urbana,Edificación,Primaria General
1875,13,Hidalgo,Telesecundaria 57,Acatlán-Huasca ,Colonia,Urbana,Edificación,Telesecundaria
1876,13,Hidalgo,Preescolar General Juan Escutia,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar General
1877,13,Hidalgo,Primaria General Adolfo López Mateos,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
1878,13,Hidalgo,Primaria General Emiliano Zapata,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
1879,13,Hidalgo,Preescolar General Fernando Calderon,Benito Juárez ,Colonia,Urbana,Edificación,Preescolar General
1880,13,Hidalgo,Primaria General Ignacio Allende,Libertad de Cultos,Colonia,Urbana,Edificación,Primaria General
1881,13,Hidalgo,Primaria General Margarita Maza de Juárez,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
1882,13,Hidalgo,Preescolar General Emma Godoy,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar General
1883,13,Hidalgo,Primaria General Guadalupe Victoria,conocido,Colonia,Urbana,Edificación,Primaria General
1884,13,Hidalgo,Preescolar General Tezozomoc,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar General
1885,13,Hidalgo,Primaria General 21 de Marzo,Agustín Olvera ,Colonia,Urbana,Edificación,Primaria General
1886,13,Hidalgo,Telesecundaria 418,Dos,Colonia,Urbana,Edificación,Telesecundaria
1887,13,Hidalgo,Preescolar General Moises Saenz,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar General
1888,13,Hidalgo,Primaria General Emiliano Zapata,Calle Principal ,Colonia,Urbana,Edificación,Primaria General
1889,13,Hidalgo,Telesecundaria 469,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
1890,13,Hidalgo,Primaria General Narciso Mendoza,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
1891,13,Hidalgo,Telesecundaria 455,Central ,Colonia,Urbana,Edificación,Telesecundaria
1892,13,Hidalgo,Preescolar General Juan Álvarez,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar General
1893,13,Hidalgo,Primaria General Adolfo López Mateos,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
1894,13,Hidalgo,Preescolar General Quetzalcóatl,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar General
1895,13,Hidalgo,Primaria General Melchor Ocampo,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
1896,13,Hidalgo,Primaria General José Ma. Morelos y P.,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
1897,13,Hidalgo,Preescolar General Philo Laurengo,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar General
1898,13,Hidalgo,Primaria General Emiliano Zapata,Calle Principal ,Colonia,Urbana,Edificación,Primaria General
1899,13,Hidalgo,Telesecundaria 674,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
1900,13,Hidalgo,Preescolar General Tlaloc,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar General
1901,13,Hidalgo,Primaria General Manuel Soto y Soto,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
1902,13,Hidalgo,Primaria Indígena Emiliano Zapata,Domicilio conocido,Colonia,Urbana,Edificación,Primaria Indígena
1903,13,Hidalgo,Telesecundaria 777,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
1904,13,Hidalgo,Primaria General Ricardo Flores Magón,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
1905,13,Hidalgo,Primaria General Ignacio Zaragoza,Principal ,Colonia,Urbana,Edificación,Primaria General
1906,13,Hidalgo,Preescolar General Ahuizotl,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar General
1907,13,Hidalgo,Primaria General Francisco I. Madero,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
1908,13,Hidalgo,Telesecundaria 410,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
1909,13,Hidalgo,Preescolar General Mariano Azuela,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar General
1910,13,Hidalgo,Primaria General Benito Juárez,Acatlán ,Colonia,Urbana,Edificación,Primaria General
1911,13,Hidalgo,Telesecundaria 97,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
1912,13,Hidalgo,Preescolar General Gabriel Mancera,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar General
1913,13,Hidalgo,Primaria General Niños Héroes,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
1914,13,Hidalgo,Primaria General Cuauhtémoc,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
1915,13,Hidalgo,Primaria General Juan Escutia,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
1916,13,Hidalgo,Primaria General Miguel Hidalgo y Costilla,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
1917,13,Hidalgo,Primaria General Joséfa Ortíz de Domínguez,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
1918,13,Hidalgo,Telesecundaria 724,Eucalipto ,Colonia,Urbana,Edificación,Telesecundaria
1919,13,Hidalgo,Primaria General Vicente Segura,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
1920,13,Hidalgo,Telesecundaria 467,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
1921,13,Hidalgo,Preescolar General José Francisco Gabilondo Soler,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar General
1922,13,Hidalgo,Primaria General Vicente Guerrero,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
1923,13,Hidalgo,Preescolar General Siervo de La Nación,Rayón ,Colonia,Urbana,Edificación,Preescolar General
1924,13,Hidalgo,Primaria General Lic. Benito Juárez,Morelos ,Colonia,Urbana,Edificación,Primaria General
1925,13,Hidalgo,Primaria General Dr. Luis Ponce,Rayón,Colonia,Urbana,Edificación,Primaria General
1926,13,Hidalgo,Telesecundaria 32,de Juárez ,Colonia,Urbana,Edificación,Telesecundaria
1927,13,Hidalgo,Primaria General Ricardo Flores Magón,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
1928,13,Hidalgo,Telesecundaria 334,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
1929,13,Hidalgo,Preescolar General Cascada Infantil,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar General
1930,13,Hidalgo,Primaria General Ing Alfonso M Bravo,Domicilio conocido,Colonia,Urbana,Edificación,Primaria General
1931,13,Hidalgo,Telesecundaria 213,Domicilio conocido,Colonia,Urbana,Edificación,Telesecundaria
1932,13,Hidalgo,Primaria Indígena Lic. Adolfo López Mateos,Plaza Principal ,Colonia,Urbana,Edificación,Primaria Indígena
1933,13,Hidalgo,Primaria General Lázaro Cárdenas,Canales ,Colonia,Urbana,Edificación,Primaria General
1934,13,Hidalgo,Preescolar Indígena Niños Héroes,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1935,13,Hidalgo,Primaria Indígena Lic. Benito Juárez,Acaxochitlán - Chacatitla ,Colonia,Urbana,Edificación,Primaria Indígena
1936,13,Hidalgo,Telesecundaria 765, Acaxochitlán A San Francisco,Colonia,Urbana,Edificación,Telesecundaria
1937,13,Hidalgo,Preescolar Indígena Sor Juana Inés de La Cruz,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar Indígena
1938,13,Hidalgo,Primaria Indígena Moises Saenz Garza,Domicilio conocido,Colonia,Urbana,Edificación,Primaria Indígena
1939,13,Hidalgo,Preescolar General Nicolás García de San Vicente,Domicilio conocido,Colonia,Urbana,Edificación,Preescolar General
